Column1;player;nationality;position;squad;age;birth_year; value ;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
678;Ibrahima Diallo;fr FRA;MF;Brest;20;1999; 9 000 000.00 € ;179.00;Midfielder - Defensive Midfield;right;Ligue 1;19.00;18.00;1561.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.06;0.06;0.00;0.06;0.10;0.10;0.70;0.01;0.04;0.05;0.01;0.05;17.30;5.00;2.00;0.00;40.00;0.29;0.12;0.00;0.00;0.02;-0.10;-0.10;729.00;838.00;87.00;15945.00;3015.00;208.00;248.00;83.90;380.00;409.00;92.90;137.00;166.00;82.50;0.30;9.00;50.00;4.00;0.00;48.00;809.00;29.00;29.00;2.00;130.00;31.00;3.00;0.00;0.00;0.00;0.00;650.00;102.00;86.00;101.00;713.00;13.00;0.00;2.00;2.00;13.00;12.00;16.00;20.00;1.15;16.00;0.00;1.00;0.00;0.00;3.00;0.17;3.00;0.00;0.00;0.00;0.00;0.00;48.00;38.00;21.00;25.00;2.00;10.00;23.00;43.50;13.00;317.00;102.00;32.20;114.00;180.00;23.00;15.00;2.00;0.00;13.00;15.00;27.00;1.00;1005.00;43.00;343.00;644.00;119.00;8.00;983.00;23.00;36.00;63.90;25.00;3.00;752.00;4864.00;2575.00;700.00;657.00;93.90;18.00;21.00;0.00;18.00;22.00;0.00;0.00;0.00;0.00;199.00;17.00;13.00;56.70
679;Moussa Diarra;fr FRA;DF;Toulouse;18;2000; 35 000.00 € ;183.00;Defender - Centre-Back;left;Ligue 1;1.00;1.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.00;56.00;73.20;823.00;276.00;13.00;13.00;100.00;25.00;31.00;80.60;3.00;12.00;25.00;0.00;0.00;1.00;0.00;0.00;1.00;51.00;5.00;5.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;34.00;4.00;18.00;48.00;2.00;5.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;2.00;1.00;0.00;1.00;1.00;100.00;0.00;15.00;4.00;26.70;9.00;6.00;0.00;0.00;0.00;0.00;0.00;3.00;4.00;0.00;65.00;6.00;39.00;31.00;0.00;0.00;61.00;0.00;0.00;0.00;0.00;0.00;38.00;251.00;163.00;40.00;40.00;100.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;10.00;3.00;3.00;50.00
2434;Wojciech SzczÄ™sny;pl POL;GK;Juventus;29;1990; 35.000.000,00 € ;196.00;Goalkeeper;right;Serie A;29.00;29.00;2591.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;656.00;761.00;86.20;17645.00;8724.00;128.00;128.00;100.00;281.00;286.00;98.30;241.00;339.00;71.10;0.00;0.00;1.00;0.00;0.00;0.00;518.00;243.00;47.00;0.00;61.00;40.00;0.00;0.00;0.00;0.00;0.00;491.00;72.00;198.00;89.00;506.00;0.00;0.00;156.00;3.00;14.00;2.00;2.00;3.00;0.10;2.00;1.00;0.00;0.00;0.00;1.00;0.03;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;830.00;736.00;823.00;8.00;0.00;0.00;589.00;0.00;0.00;0.00;0.00;0.00;339.00;1553.00;695.00;323.00;319.00;98.80;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;131.00;0.00;0.00;0.00
681;Lucas Dias;fr FRA;GK;NĂ®mes;20;1999; 62 500.00 € ;187.00;Goalkeeper;right;Ligue 1;4.00;3.00;317.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;51.00;97.00;52.60;2198.00;1729.00;7.00;7.00;100.00;15.00;16.00;93.80;29.00;74.00;39.20;0.00;0.00;2.00;0.00;0.00;0.00;45.00;52.00;13.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;21.00;3.00;73.00;4.00;85.00;0.00;0.00;5.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;116.00;109.00;116.00;0.00;0.00;0.00;66.00;0.00;0.00;0.00;0.00;0.00;37.00;140.00;98.00;27.00;27.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.00;0.00;0.00;0.00
682;Amadou Diawara;gn GUI;MF;Roma;22;1997; 18 000 000.00 € ;183.00;Midfielder - Defensive Midfield;right;Serie A;22.00;19.00;1518.00;1.00;1.00;1.00;1.00;4.00;0.00;0.06;0.06;0.12;0.00;0.06;1.00;0.30;0.50;0.06;0.03;0.09;0.01;0.04;16.90;9.00;3.00;0.00;33.30;0.53;0.18;0.00;0.00;0.03;0.00;-0.30;888.00;996.00;89.20;18527.00;4264.00;282.00;312.00;90.40;440.00;477.00;92.20;157.00;193.00;81.30;0.50;16.00;97.00;7.00;0.00;78.00;963.00;33.00;32.00;2.00;130.00;37.00;2.00;0.00;0.00;0.00;0.00;772.00;99.00;125.00;83.00;870.00;32.00;1.00;2.00;3.00;4.00;7.00;4.00;34.00;2.02;31.00;0.00;0.00;1.00;1.00;2.00;0.12;2.00;0.00;0.00;0.00;0.00;0.00;48.00;32.00;14.00;25.00;9.00;10.00;32.00;31.30;22.00;318.00;95.00;29.90;113.00;169.00;36.00;23.00;1.00;0.00;22.00;18.00;19.00;3.00;1111.00;35.00;276.00;760.00;161.00;6.00;1084.00;10.00;10.00;100.00;10.00;0.00;813.00;4789.00;2547.00;834.00;813.00;97.50;3.00;4.00;0.00;28.00;18.00;0.00;0.00;0.00;0.00;155.00;9.00;9.00;50.00
683;Brahim DĂ­az;es ESP;FW,MF;Real Madrid;19;1999; 13 000 000.00 € ;171.00;Midfielder - Attacking Midfield;both;LaLiga;6.00;0.00;65.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.40;0.00;0.61;0.00;0.61;0.61;0.61;0.70;3.00;2.00;0.00;66.70;4.15;2.77;0.00;0.00;0.15;-0.40;-0.40;35.00;40.00;87.50;472.00;117.00;26.00;29.00;89.70;7.00;7.00;100.00;2.00;2.00;100.00;0.00;0.00;2.00;1.00;0.00;2.00;39.00;1.00;1.00;0.00;5.00;1.00;1.00;0.00;0.00;0.00;0.00;35.00;4.00;1.00;25.00;14.00;0.00;0.00;1.00;0.00;0.00;0.00;2.00;2.00;2.77;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;14.00;2.00;14.30;4.00;6.00;4.00;1.00;0.00;0.00;1.00;2.00;0.00;0.00;63.00;0.00;5.00;39.00;26.00;7.00;63.00;2.00;7.00;28.60;3.00;0.00;55.00;373.00;275.00;65.00;53.00;81.50;4.00;3.00;0.00;1.00;6.00;0.00;0.00;0.00;0.00;6.00;0.00;1.00;0.00
684;VĂ­ctor DĂ­az;es ESP;DF;Granada;31;1988; 1 000 000.00 € ;183.00;Defender - Right-Back;right;LaLiga;36.00;33.00;2884.00;1.00;5.00;0.00;0.00;4.00;0.00;0.03;0.16;0.19;0.03;0.19;0.70;0.70;2.90;0.02;0.09;0.11;0.02;0.11;32.00;16.00;1.00;0.00;6.30;0.50;0.03;0.06;1.00;0.05;0.30;0.30;1020.00;1507.00;67.70;22122.00;10407.00;357.00;434.00;82.30;457.00;604.00;75.70;195.00;419.00;46.50;2.10;27.00;100.00;33.00;18.00;123.00;1131.00;376.00;52.00;3.00;215.00;64.00;68.00;11.00;2.00;7.00;0.00;579.00;354.00;574.00;81.00;984.00;85.00;313.00;11.00;6.00;52.00;25.00;59.00;46.00;1.44;33.00;11.00;0.00;1.00;0.00;9.00;0.28;5.00;2.00;0.00;1.00;0.00;1.00;79.00;45.00;35.00;39.00;5.00;27.00;67.00;40.30;40.00;405.00;120.00;29.60;180.00;169.00;56.00;88.00;24.00;0.00;64.00;27.00;131.00;0.00;1878.00;128.00;594.00;912.00;437.00;14.00;1512.00;15.00;26.00;57.70;15.00;1.00;836.00;3591.00;1853.00;943.00;861.00;91.30;15.00;9.00;0.00;20.00;12.00;1.00;0.00;0.00;0.00;304.00;54.00;45.00;54.50
685;Bakaye Dibassy;ml MLI;DF;Amiens;29;1989; 2 000 000.00 € ;183.00;Defender - Centre-Back;left;Ligue 1;22.00;22.00;1868.00;2.00;0.00;0.00;0.00;5.00;1.00;0.10;0.00;0.10;0.10;0.10;0.80;0.80;0.10;0.04;0.00;0.05;0.04;0.05;20.80;5.00;4.00;0.00;80.00;0.24;0.19;0.40;0.50;0.17;1.20;1.20;732.00;902.00;81.20;13030.00;4119.00;321.00;357.00;89.90;323.00;365.00;88.50;70.00;149.00;47.00;-0.10;3.00;32.00;3.00;2.00;46.00;844.00;58.00;15.00;0.00;126.00;9.00;7.00;0.00;0.00;0.00;0.00;629.00;109.00;164.00;631.00;166.00;47.00;43.00;6.00;1.00;31.00;12.00;15.00;8.00;0.39;5.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.00;19.00;24.00;10.00;1.00;13.00;21.00;61.90;8.00;199.00;64.00;32.20;123.00;67.00;9.00;54.00;20.00;0.00;34.00;34.00;98.00;1.00;1139.00;126.00;536.00;571.00;95.00;14.00;1083.00;10.00;12.00;83.30;11.00;1.00;672.00;3575.00;1881.00;697.00;667.00;95.70;9.00;3.00;0.00;21.00;12.00;0.00;0.00;0.00;1.00;179.00;24.00;36.00;40.00
2644;Joel Ward;eng ENG;DF;Crystal Palace;29;1989; 3.200.000,00 € ;186.00;Defender - Right-Back;right;Premier League;29.00;27.00;2382.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.20;0.01;0.01;0.02;0.01;0.02;26.50;5.00;1.00;0.00;20.00;0.19;0.04;0.00;0.00;0.07;-0.30;-0.30;932.00;1260.00;74.00;15593.00;7042.00;489.00;548.00;89.20;317.00;419.00;75.70;96.00;212.00;45.30;-0.20;5.00;71.00;15.00;7.00;80.00;979.00;281.00;14.00;0.00;217.00;19.00;33.00;0.00;0.00;0.00;0.00;608.00;328.00;324.00;92.00;793.00;72.00;267.00;10.00;5.00;37.00;29.00;53.00;9.00;0.34;8.00;0.00;0.00;0.00;0.00;2.00;0.08;1.00;0.00;0.00;0.00;0.00;1.00;67.00;31.00;44.00;18.00;5.00;28.00;54.00;51.90;26.00;318.00;84.00;26.40;200.00;85.00;33.00;46.00;4.00;1.00;42.00;24.00;106.00;1.00;1544.00;119.00;522.00;762.00;334.00;11.00;1268.00;13.00;19.00;68.40;14.00;2.00;754.00;3648.00;2005.00;799.00;744.00;93.10;12.00;20.00;0.00;24.00;29.00;0.00;0.00;0.00;0.00;271.00;52.00;26.00;66.70
687;Lucas Digne;fr FRA;DF;Everton;26;1993; 28 000 000.00 € ;178.00;Defender - Left-Back;left;Premier League;35.00;35.00;3030.00;0.00;7.00;0.00;0.00;6.00;0.00;0.00;0.21;0.21;0.00;0.21;1.40;1.40;6.00;0.04;0.18;0.22;0.04;0.22;33.70;29.00;5.00;13.00;17.20;0.86;0.15;0.00;0.00;0.05;-1.40;-1.40;1353.00;1946.00;69.50;25922.00;11359.00;610.00;736.00;82.90;535.00;711.00;75.20;195.00;419.00;46.50;1.00;70.00;98.00;41.00;24.00;151.00;1407.00;539.00;64.00;3.00;294.00;73.00;153.00;108.00;53.00;39.00;8.00;809.00;436.00;701.00;1282.00;103.00;112.00;367.00;7.00;6.00;33.00;35.00;90.00;105.00;3.12;58.00;38.00;2.00;3.00;3.00;11.00;0.33;8.00;3.00;0.00;0.00;0.00;0.00;87.00;39.00;58.00;22.00;7.00;30.00;67.00;44.80;37.00;498.00;134.00;26.90;249.00;158.00;91.00;69.00;10.00;0.00;59.00;24.00;145.00;1.00;2366.00;109.00;628.00;970.00;878.00;63.00;1827.00;25.00;43.00;58.10;27.00;2.00;1064.00;5745.00;3308.00;1288.00;1111.00;86.30;18.00;32.00;0.00;45.00;28.00;3.00;0.00;1.00;1.00;363.00;112.00;53.00;67.90
688;Virgil van Dijk;nl NED;DF;Liverpool;28;1991; 80 000 000.00 € ;193.00;Defender - Centre-Back;right;Premier League;38.00;38.00;3420.00;5.00;1.00;0.00;0.00;1.00;0.00;0.13;0.03;0.16;0.13;0.16;2.90;2.90;1.30;0.08;0.03;0.11;0.08;0.11;38.00;30.00;14.00;0.00;46.70;0.79;0.37;0.17;0.36;0.10;2.10;2.10;2791.00;3085.00;90.50;65376.00;18443.00;634.00;678.00;93.50;1536.00;1619.00;94.90;607.00;766.00;79.20;-0.30;7.00;227.00;9.00;0.00;154.00;3000.00;85.00;74.00;8.00;322.00;131.00;0.00;0.00;0.00;0.00;0.00;2330.00;265.00;490.00;345.00;2476.00;152.00;11.00;6.00;1.00;43.00;13.00;10.00;24.00;0.63;19.00;0.00;0.00;1.00;2.00;6.00;0.16;4.00;0.00;0.00;0.00;1.00;0.00;30.00;20.00;20.00;9.00;1.00;6.00;15.00;40.00;9.00;133.00;46.00;34.60;84.00;37.00;12.00;32.00;16.00;1.00;16.00;24.00;259.00;2.00;3465.00;340.00;1432.00;2083.00;107.00;48.00;3382.00;3.00;5.00;60.00;4.00;0.00;2321.00;9323.00;4883.00;2568.00;2514.00;97.90;2.00;2.00;0.00;16.00;25.00;1.00;0.00;0.00;0.00;505.00;183.00;43.00;81.00
689;Mitchell Dijks;nl NED;DF;Bologna;26;1993; 4 000 000.00 € ;194.00;Defender - Left-Back;left;Serie A;13.00;12.00;1006.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.07;0.07;0.00;0.07;11.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;432.00;545.00;79.30;7457.00;3186.00;189.00;209.00;90.40;199.00;250.00;79.60;33.00;56.00;58.90;-0.80;11.00;38.00;10.00;7.00;42.00;438.00;107.00;13.00;0.00;55.00;6.00;23.00;0.00;0.00;0.00;0.00;334.00;95.00;116.00;335.00;87.00;23.00;94.00;1.00;0.00;13.00;8.00;23.00;16.00;1.43;14.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.00;10.00;8.00;6.00;2.00;8.00;12.00;66.70;4.00;113.00;38.00;33.60;50.00;48.00;15.00;21.00;1.00;0.00;20.00;5.00;27.00;1.00;650.00;40.00;202.00;306.00;193.00;5.00;547.00;9.00;26.00;34.60;10.00;5.00;400.00;2424.00;1505.00;419.00;371.00;88.50;8.00;11.00;0.00;21.00;13.00;3.00;0.00;1.00;0.00;101.00;9.00;11.00;45.00
690;JavairĂ´ Dilrosun;nl NED;MF,FW;Hertha BSC;21;1998; 14 000 000.00 € ;175.00;Forward - Left Winger;left;Bundesliga;23.00;16.00;1309.00;4.00;2.00;0.00;0.00;2.00;0.00;0.28;0.14;0.41;0.28;0.41;2.00;2.00;1.20;0.13;0.08;0.22;0.13;0.22;14.50;19.00;6.00;3.00;31.60;1.31;0.41;0.21;0.67;0.10;2.00;2.00;298.00;412.00;72.30;5142.00;1575.00;163.00;194.00;84.00;97.00;134.00;72.40;33.00;60.00;55.00;0.80;13.00;29.00;10.00;5.00;37.00;396.00;16.00;4.00;0.00;109.00;14.00;34.00;5.00;1.00;3.00;0.00;245.00;86.00;81.00;311.00;61.00;28.00;6.00;2.00;1.00;9.00;6.00;19.00;26.00;1.79;14.00;3.00;6.00;0.00;2.00;4.00;0.28;2.00;0.00;2.00;0.00;0.00;0.00;15.00;6.00;9.00;3.00;3.00;6.00;21.00;28.60;15.00;205.00;48.00;23.40;74.00;84.00;47.00;45.00;1.00;0.00;44.00;19.00;5.00;0.00;611.00;11.00;135.00;312.00;222.00;37.00;594.00;48.00;66.00;72.70;51.00;3.00;461.00;4302.00;2661.00;522.00;384.00;73.60;33.00;27.00;0.00;6.00;19.00;3.00;0.00;0.00;0.00;109.00;4.00;15.00;21.10
691;Federico Dimarco;it ITA;DF;Hellas Verona;21;1997; 4 000 000.00 € ;175.00;Defender - Left-Back;left;Serie A;13.00;5.00;521.00;0.00;3.00;0.00;0.00;1.00;0.00;0.00;0.52;0.52;0.00;0.52;0.70;0.70;2.00;0.12;0.35;0.46;0.12;0.46;5.80;13.00;3.00;0.00;23.10;2.25;0.52;0.00;0.00;0.05;-0.70;-0.70;315.00;419.00;75.20;5976.00;2519.00;145.00;161.00;90.10;121.00;147.00;82.30;45.00;95.00;47.40;1.00;13.00;31.00;10.00;4.00;36.00;355.00;64.00;13.00;1.00;30.00;20.00;26.00;24.00;11.00;12.00;1.00;242.00;64.00;113.00;355.00;28.00;7.00;27.00;0.00;0.00;9.00;3.00;18.00;18.00;3.11;11.00;6.00;0.00;1.00;0.00;4.00;0.69;3.00;1.00;0.00;0.00;0.00;0.00;10.00;6.00;3.00;5.00;2.00;5.00;10.00;50.00;5.00;86.00;28.00;32.60;23.00;38.00;25.00;8.00;2.00;0.00;6.00;2.00;16.00;0.00;476.00;17.00;110.00;215.00;198.00;18.00;414.00;4.00;6.00;66.70;4.00;0.00;298.00;1639.00;993.00;340.00;312.00;91.80;3.00;3.00;0.00;9.00;7.00;2.00;0.00;0.00;1.00;64.00;3.00;4.00;42.90
692;Federico Dimarco;it ITA;DF,MF;Inter;21;1997; 4 000 000.00 € ;175.00;Defender - Left-Back;left;Serie A;3.00;0.00;27.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.14;0.14;0.14;0.30;1.00;0.00;0.00;0.00;3.33;0.00;0.00;0.00;0.04;0.00;0.00;11.00;14.00;78.60;215.00;65.00;7.00;8.00;87.50;2.00;4.00;50.00;2.00;2.00;100.00;0.00;0.00;1.00;0.00;0.00;1.00;11.00;3.00;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0.00;6.00;5.00;3.00;8.00;3.00;0.00;3.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;8.00;5.00;62.50;5.00;2.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;19.00;1.00;4.00;10.00;6.00;1.00;16.00;0.00;0.00;0.00;0.00;0.00;9.00;79.00;56.00;13.00;8.00;61.50;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;1.00;0.00
693;Tristan DingomĂ©;cm CMR;MF;Reims;28;1991; 1 000 000.00 € ;174.00;Midfielder - Central Midfield;left;Ligue 1;15.00;12.00;892.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.10;0.10;0.00;0.10;0.40;0.40;1.00;0.04;0.10;0.14;0.04;0.14;9.90;9.00;1.00;0.00;11.10;0.91;0.10;0.00;0.00;0.04;-0.40;-0.40;269.00;370.00;72.70;4847.00;1060.00;130.00;156.00;83.30;96.00;126.00;76.20;33.00;54.00;61.10;0.00;12.00;25.00;14.00;0.00;39.00;358.00;12.00;3.00;4.00;84.00;7.00;8.00;7.00;1.00;3.00;0.00;249.00;70.00;51.00;307.00;49.00;11.00;2.00;1.00;3.00;9.00;10.00;20.00;26.00;2.62;23.00;1.00;0.00;1.00;1.00;2.00;0.20;2.00;0.00;0.00;0.00;0.00;0.00;11.00;7.00;2.00;6.00;3.00;2.00;19.00;10.50;17.00;212.00;57.00;26.90;28.00;124.00;60.00;11.00;0.00;0.00;11.00;4.00;2.00;0.00;449.00;4.00;52.00;228.00;180.00;18.00;438.00;5.00;9.00;55.60;5.00;0.00;312.00;991.00;342.00;419.00;339.00;80.90;18.00;13.00;0.00;20.00;10.00;0.00;0.00;0.00;0.00;64.00;1.00;9.00;10.00
2731;Filip Djuricic;rs SRB;MF,FW;Sassuolo;27;1992; 9.000.000,00 € ;181.00;Midfielder - Attacking Midfield;right;Serie A;29.00;19.00;1633.00;5.00;5.00;0.00;0.00;6.00;0.00;0.28;0.28;0.55;0.28;0.55;3.30;3.30;4.20;0.18;0.23;0.41;0.18;0.41;18.10;41.00;9.00;2.00;22.00;2.26;0.50;0.12;0.56;0.08;1.70;1.70;552.00;698.00;79.10;9010.00;2188.00;293.00;352.00;83.20;195.00;231.00;84.40;47.00;68.00;69.10;0.80;39.00;44.00;21.00;1.00;62.00;668.00;30.00;2.00;9.00;137.00;13.00;5.00;28.00;11.00;11.00;2.00;549.00;87.00;62.00;85.00;585.00;15.00;0.00;5.00;4.00;12.00;16.00;37.00;72.00;3.97;48.00;10.00;6.00;3.00;3.00;10.00;0.55;7.00;0.00;1.00;1.00;1.00;0.00;29.00;20.00;6.00;13.00;10.00;4.00;21.00;19.00;17.00;317.00;103.00;32.50;44.00;160.00;113.00;26.00;3.00;0.00;23.00;7.00;8.00;0.00;962.00;17.00;115.00;482.00;449.00;59.00;930.00;38.00;61.00;62.30;40.00;6.00;736.00;5308.00;3252.00;885.00;714.00;80.70;30.00;54.00;0.00;36.00;46.00;3.00;1.00;0.00;0.00;125.00;11.00;23.00;32.40
94;JosĂ© Ăngel;es ESP;DF;Eibar;29;1989; 3.000.000,00 € ;182.00;Defender - Left-Back;left;LaLiga;28.00;27.00;2360.00;1.00;1.00;0.00;0.00;4.00;0.00;0.04;0.04;0.08;0.04;0.08;0.60;0.60;2.40;0.02;0.09;0.12;0.02;0.12;26.20;24.00;7.00;8.00;29.20;0.92;0.27;0.04;0.14;0.03;0.40;0.40;982.00;1464.00;67.10;21600.00;10110.00;310.00;373.00;83.10;459.00;580.00;79.10;194.00;458.00;42.40;-1.40;27.00;105.00;40.00;24.00;126.00;1086.00;378.00;61.00;3.00;212.00;86.00;108.00;5.00;0.00;4.00;0.00;555.00;329.00;580.00;930.00;120.00;59.00;312.00;6.00;11.00;62.00;22.00;44.00;51.00;1.94;35.00;10.00;0.00;3.00;2.00;5.00;0.19;4.00;0.00;0.00;1.00;0.00;0.00;62.00;31.00;30.00;29.00;3.00;25.00;43.00;58.10;18.00;251.00;83.00;33.10;107.00;108.00;36.00;40.00;6.00;0.00;34.00;27.00;102.00;0.00;1754.00;97.00;443.00;942.00;486.00;11.00;1380.00;20.00;24.00;83.30;20.00;1.00;913.00;5389.00;2849.00;864.00;812.00;94.00;19.00;19.00;0.00;21.00;13.00;0.00;0.00;1.00;0.00;311.00;47.00;27.00;63.50
271;Bartosz BereszyĹ„ski;pl POL;DF;Sampdoria;27;1992; 6.000.000,00 € ;183.00;Defender - Right-Back;right;Serie A;28.00;27.00;2402.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.40;0.70;0.02;0.02;0.04;0.02;0.04;26.70;17.00;1.00;0.00;5.90;0.64;0.04;0.00;0.00;0.02;-0.40;-0.40;1040.00;1332.00;78.10;17589.00;7631.00;515.00;584.00;88.20;425.00;516.00;82.40;87.00;186.00;46.80;-0.70;10.00;74.00;18.00;10.00;87.00;1068.00;264.00;33.00;0.00;148.00;13.00;31.00;1.00;0.00;0.00;0.00;773.00;234.00;325.00;104.00;925.00;51.00;230.00;4.00;3.00;23.00;14.00;37.00;29.00;1.09;24.00;3.00;0.00;0.00;2.00;2.00;0.07;2.00;0.00;0.00;0.00;0.00;0.00;61.00;33.00;28.00;27.00;6.00;28.00;65.00;43.10;37.00;379.00;109.00;28.80;180.00;154.00;45.00;72.00;16.00;0.00;56.00;23.00;97.00;1.00;1652.00;142.00;545.00;837.00;382.00;16.00;1398.00;18.00;32.00;56.30;20.00;2.00;914.00;5061.00;2793.00;932.00;864.00;92.70;9.00;17.00;0.00;34.00;21.00;1.00;0.00;0.00;1.00;250.00;37.00;29.00;56.10
