name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Jonas,36.0,182.0,Brazil  Italy,Forward - Second Striker,right,Retired,41.0,37.0,3148.0,0.0,31.0,15.0,1467.0,0.0,,,,,,,,,Liga NOS
Haris Seferovic,28.0,186.0,Switzerland  Bosnia-Herzegovina,Forward - Centre-Forward,left,SL Benfica,29.0,7.0,1364.0,0.0,51.0,27.0,3592.0,0.0,45.0,9.0,2197.0,0.0,13.0,6.0,608.0,0.0,Liga NOS
Nicolás Castillo,27.0,179.0,Chile,Forward - Centre-Forward,right,CF América,32.0,18.0,2604.0,0.0,28.0,5.0,1534.0,0.0,10.0,4.0,365.0,0.0,,,,,Liga NOS
Facundo Ferreyra,29.0,183.0,Argentina  Italy,Forward - Centre-Forward,right,SL Benfica,42.0,30.0,3539.0,0.0,18.0,2.0,739.0,0.0,27.0,8.0,1377.0,0.0,1.0,0.0,69.0,0.0,Liga NOS
Renan Ribeiro,30.0,193.0,Brazil,Goalkeeper,right,Sporting CP,17.0,0.0,1530.0,0.0,38.0,0.0,3318.0,0.0,18.0,0.0,1564.0,0.0,,,,,Liga NOS
Emiliano Viviano,35.0,195.0,Italy,Goalkeeper,left,Fatih Karagümrük,27.0,0.0,2430.0,0.0,17.0,0.0,1525.0,0.0,,,,,9.0,0.0,810.0,0.0,Liga NOS
Romain Salin,36.0,189.0,France,Goalkeeper,left,Stade Rennais FC,4.0,0.0,390.0,0.0,18.0,0.0,1598.0,0.0,7.0,0.0,630.0,0.0,9.0,0.0,810.0,0.0,Liga NOS
Luís Maximiano,21.0,190.0,Portugal,Goalkeeper,both,Sporting CP,13.0,0.0,1170.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2963.0,0.0,1.0,0.0,90.0,0.0,Liga NOS
Sebastián Coates,30.0,196.0,Uruguay  Spain,Defender - Centre-Back,right,Sporting CP,54.0,5.0,4890.0,0.0,49.0,2.0,4440.0,0.0,40.0,6.0,3559.0,0.0,12.0,3.0,1053.0,0.0,Liga NOS
Tiago Ilori,27.0,190.0,Portugal  England,Defender - Centre-Back,right,Sporting CP,34.0,0.0,2669.0,0.0,32.0,1.0,2595.0,0.0,14.0,0.0,1128.0,0.0,,,,,Liga NOS
André Pinto,31.0,194.0,Portugal,Defender - Centre-Back,right,Without Club,17.0,0.0,1357.0,0.0,24.0,0.0,1645.0,0.0,14.0,0.0,1165.0,0.0,,,,,Liga NOS
Jérémy Mathieu,37.0,189.0,France,Defender - Centre-Back,left,Retired,48.0,3.0,4162.0,0.0,33.0,3.0,2891.0,0.0,25.0,3.0,2161.0,0.0,,,,,Liga NOS
Marcelo,31.0,185.0,Brazil,Defender - Centre-Back,right,FC Paços de Ferreira,37.0,2.0,3312.0,0.0,20.0,0.0,1507.0,0.0,15.0,0.0,1240.0,0.0,10.0,1.0,900.0,0.0,Liga NOS
Tiago Djaló,20.0,190.0,Portugal,Defender - Centre-Back,right,LOSC Lille,18.0,1.0,1581.0,0.0,15.0,0.0,1350.0,0.0,14.0,0.0,1130.0,0.0,5.0,0.0,281.0,0.0,Liga NOS
Marcos Acuña,29.0,172.0,Argentina,Defender - Left-Back,left,Sevilla FC,54.0,6.0,4055.0,0.0,45.0,1.0,3870.0,0.0,36.0,2.0,3047.0,0.0,10.0,0.0,743.0,0.0,Liga NOS
Cristian Borja,27.0,180.0,Colombia,Defender - Left-Back,left,Sporting CP,22.0,1.0,1968.0,0.0,33.0,0.0,2330.0,0.0,30.0,1.0,1716.0,0.0,2.0,0.0,98.0,0.0,Liga NOS
Jefferson,32.0,176.0,Brazil  Portugal,Defender - Left-Back,left,Casa Pia AC,39.0,0.0,3540.0,0.0,22.0,0.0,1394.0,0.0,8.0,1.0,317.0,0.0,3.0,0.0,99.0,0.0,Liga NOS
Lumor,24.0,175.0,Ghana,Defender - Left-Back,left,Sporting CP,28.0,0.0,1933.0,0.0,11.0,0.0,793.0,0.0,24.0,1.0,1898.0,0.0,,,,,Liga NOS
Abdu Conte,22.0,183.0,Portugal  Guinea-Bissau,Defender - Left-Back,left,Moreirense FC,30.0,0.0,2197.0,0.0,1.0,0.0,90.0,0.0,24.0,0.0,2066.0,0.0,,,,,Liga NOS
Stefan Ristovski,28.0,180.0,North Macedonia,Defender - Right-Back,right,Sporting CP,30.0,1.0,2409.0,0.0,33.0,0.0,2639.0,0.0,26.0,0.0,2008.0,0.0,,,,,Liga NOS
Bruno Gaspar,27.0,180.0,Angola  Portugal,Defender - Right-Back,right,Sporting CP,17.0,0.0,935.0,0.0,30.0,1.0,2062.0,0.0,21.0,0.0,1258.0,0.0,,,,,Liga NOS
Thierry Correia,21.0,179.0,Portugal  Cape Verde,Defender - Right-Back,right,Valencia CF,7.0,0.0,630.0,0.0,4.0,0.0,222.0,0.0,12.0,0.0,939.0,0.0,8.0,0.0,451.0,0.0,Liga NOS
Nemanja Gudelj,29.0,187.0,Serbia  Netherlands,Midfielder - Defensive Midfield,right,Sevilla FC,18.0,3.0,1613.0,0.0,43.0,1.0,3559.0,0.0,38.0,0.0,2214.0,0.0,14.0,0.0,743.0,0.0,Liga NOS
Idrissa Doumbia,22.0,187.0,Cote d'Ivoire,Midfielder - Defensive Midfield,right,SD Huesca,34.0,1.0,2054.0,0.0,31.0,2.0,1952.0,0.0,35.0,0.0,2482.0,0.0,2.0,0.0,26.0,0.0,Liga NOS
Radosav Petrovic,31.0,193.0,Serbia,Midfielder - Defensive Midfield,right,UD Almería,13.0,0.0,728.0,0.0,23.0,0.0,998.0,0.0,28.0,1.0,1820.0,0.0,13.0,0.0,465.0,0.0,Liga NOS
Bruno Paz,22.0,179.0,Portugal,Midfielder - Defensive Midfield,right,Sporting CP B,28.0,0.0,2339.0,0.0,1.0,0.0,17.0,0.0,8.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,Liga NOS
Wendel,23.0,180.0,Brazil,Midfielder - Central Midfield,right,Zenit St. Petersburg,4.0,0.0,112.0,0.0,33.0,3.0,2550.0,0.0,39.0,3.0,3217.0,0.0,11.0,0.0,619.0,0.0,Liga NOS
Rodrigo Battaglia,29.0,187.0,Argentina  Italy,Midfielder - Central Midfield,right,Deportivo Alavés,57.0,3.0,3996.0,0.0,11.0,0.0,930.0,0.0,20.0,0.0,1195.0,0.0,12.0,0.0,1041.0,0.0,Liga NOS
Miguel Luís,21.0,178.0,Portugal,Midfielder - Central Midfield,right,Vitória Guimarães SC,21.0,3.0,1502.0,0.0,15.0,2.0,857.0,0.0,11.0,1.0,836.0,0.0,6.0,0.0,162.0,0.0,Liga NOS
Josip Misic,26.0,187.0,Croatia,Midfielder - Central Midfield,right,GNK Dinamo Zagreb,38.0,3.0,2827.0,0.0,13.0,1.0,437.0,0.0,32.0,6.0,2657.0,0.0,,,,,Liga NOS
Bruno Fernandes,26.0,179.0,Portugal,Midfielder - Attacking Midfield,right,Manchester United,56.0,16.0,4707.0,0.0,53.0,32.0,4688.0,0.0,50.0,27.0,4306.0,0.0,17.0,11.0,1245.0,0.0,Liga NOS
Bruno César,32.0,178.0,Brazil  Italy,Midfielder - Attacking Midfield,left,FC Penafiel,33.0,2.0,1361.0,0.0,18.0,2.0,581.0,0.0,9.0,0.0,271.0,0.0,7.0,2.0,430.0,0.0,Liga NOS
Chico Geraldes,25.0,175.0,Portugal,Midfielder - Attacking Midfield,both,Rio Ave FC,38.0,4.0,2932.0,0.0,3.0,0.0,15.0,0.0,15.0,0.0,629.0,0.0,12.0,1.0,582.0,0.0,Liga NOS
Nani,34.0,177.0,Portugal  Cape Verde,Forward - Left Winger,both,Orlando City SC,25.0,3.0,660.0,0.0,61.0,21.0,4736.0,0.0,25.0,9.0,1996.0,0.0,,,,,Liga NOS
Raphinha,23.0,175.0,Brazil  Italy,Forward - Right Winger,left,Leeds United,43.0,18.0,3673.0,0.0,36.0,7.0,2358.0,0.0,35.0,9.0,2736.0,0.0,13.0,3.0,821.0,0.0,Liga NOS
Jovane Cabral,22.0,176.0,Cape Verde  Portugal,Forward - Right Winger,right,Sporting CP,17.0,2.0,1163.0,0.0,31.0,4.0,1223.0,0.0,21.0,6.0,1275.0,0.0,9.0,3.0,441.0,0.0,Liga NOS
Matheus Pereira,24.0,175.0,Brazil  Portugal,Forward - Right Winger,left,West Bromwich Albion,30.0,8.0,2395.0,0.0,21.0,3.0,1445.0,0.0,43.0,8.0,3406.0,0.0,10.0,1.0,789.0,0.0,Liga NOS
Abdoulay Diaby,29.0,173.0,Mali  France,Forward - Right Winger,left,Getafe CF,41.0,16.0,2573.0,0.0,44.0,7.0,2529.0,0.0,40.0,6.0,2301.0,0.0,1.0,0.0,17.0,0.0,Liga NOS
Carlos Mané,26.0,173.0,Portugal  Guinea-Bissau,Forward - Right Winger,right,Rio Ave FC,,,,,15.0,0.0,754.0,0.0,38.0,1.0,1922.0,0.0,13.0,1.0,1004.0,0.0,Liga NOS
Bas Dost,31.0,196.0,Netherlands,Forward - Centre-Forward,right,Eintracht Frankfurt,49.0,34.0,4026.0,0.0,35.0,23.0,2420.0,0.0,32.0,10.0,1853.0,0.0,11.0,4.0,803.0,0.0,Liga NOS
Luiz Phellype,27.0,188.0,Brazil,Forward - Centre-Forward,right,Sporting CP,29.0,11.0,1496.0,0.0,36.0,17.0,2481.0,0.0,26.0,9.0,1547.0,0.0,,,,,Liga NOS
Fredy Montero,33.0,176.0,Colombia,Forward - Centre-Forward,right,Vancouver Whitecaps FC,21.0,5.0,843.0,0.0,49.0,12.0,3219.0,0.0,16.0,5.0,1062.0,0.0,,,,,Liga NOS
Luc Castaignos,28.0,188.0,Netherlands  France,Forward - Centre-Forward,right,Gyeongnam FC,36.0,3.0,1288.0,0.0,30.0,4.0,1824.0,0.0,8.0,2.0,498.0,0.0,,,,,Liga NOS
Pedro Marques,22.0,181.0,Portugal,Forward - Centre-Forward,right,Sporting CP B,29.0,7.0,1667.0,0.0,3.0,3.0,54.0,0.0,28.0,14.0,2388.0,0.0,1.0,2.0,18.0,0.0,Liga NOS
Tiago Sá,25.0,186.0,Portugal,Goalkeeper,right,SC Braga,14.0,0.0,1260.0,0.0,31.0,0.0,2790.0,0.0,4.0,0.0,360.0,0.0,1.0,0.0,90.0,0.0,Liga NOS
Matheus,28.0,190.0,Brazil  Portugal,Goalkeeper,right,SC Braga,49.0,0.0,4440.0,0.0,5.0,0.0,450.0,0.0,41.0,0.0,3690.0,0.0,14.0,0.0,1260.0,0.0,Liga NOS
Marafona,33.0,190.0,Portugal,Goalkeeper,left,Alanyaspor,,,,,10.0,0.0,930.0,0.0,40.0,0.0,3600.0,0.0,12.0,0.0,1080.0,0.0,Liga NOS
Bruno Viana,25.0,187.0,Brazil,Defender - Centre-Back,right,SC Braga,35.0,5.0,3180.0,0.0,44.0,0.0,3979.0,0.0,49.0,1.0,4345.0,0.0,15.0,2.0,1297.0,0.0,Liga NOS
Raúl Silva,31.0,187.0,Brazil,Defender - Centre-Back,left,SC Braga,40.0,9.0,3490.0,0.0,23.0,1.0,1974.0,0.0,18.0,2.0,1239.0,0.0,5.0,0.0,246.0,0.0,Liga NOS
Pablo Santos,28.0,188.0,Brazil,Defender - Centre-Back,left,Hatayspor,25.0,1.0,2236.0,0.0,27.0,4.0,2133.0,0.0,29.0,1.0,2424.0,0.0,9.0,0.0,810.0,0.0,Liga NOS
Lucas Cunha,23.0,186.0,Brazil,Defender - Centre-Back,right,Celta Vigo B,30.0,0.0,2550.0,0.0,2.0,0.0,180.0,0.0,6.0,0.0,501.0,0.0,7.0,0.0,630.0,0.0,Liga NOS
David Carmo,21.0,196.0,Portugal,Defender - Centre-Back,left,SC Braga,,,,,27.0,0.0,2430.0,0.0,20.0,0.0,1627.0,0.0,11.0,0.0,909.0,0.0,Liga NOS
Ricardo Ferreira,28.0,190.0,Portugal  Canada,Defender - Centre-Back,right,SC Farense,14.0,1.0,1190.0,0.0,1.0,0.0,37.0,0.0,5.0,0.0,352.0,0.0,1.0,0.0,6.0,0.0,Liga NOS
Nuno Sequeira,30.0,184.0,Portugal,Defender - Left-Back,left,SC Braga,12.0,0.0,1010.0,0.0,40.0,1.0,3571.0,0.0,41.0,0.0,3455.0,0.0,13.0,0.0,1154.0,0.0,Liga NOS
Aílton,25.0,181.0,Brazil,Defender - Left-Back,left,VfB Stuttgart,16.0,0.0,1096.0,0.0,4.0,0.0,289.0,0.0,28.0,3.0,2334.0,0.0,,,,,Liga NOS
Ricardo Esgaio,27.0,173.0,Portugal,Defender - Right-Back,right,SC Braga,48.0,4.0,4161.0,0.0,34.0,0.0,2759.0,0.0,49.0,1.0,4234.0,0.0,15.0,2.0,1350.0,0.0,Liga NOS
Marcelo Goiano,33.0,176.0,Brazil,Defender - Right-Back,right,Sivasspor,38.0,1.0,3249.0,0.0,38.0,1.0,3283.0,0.0,30.0,0.0,2617.0,0.0,6.0,0.0,515.0,0.0,Liga NOS
Diogo Figueiras,29.0,169.0,Portugal,Defender - Right-Back,right,SC Braga,28.0,1.0,2219.0,0.0,4.0,0.0,270.0,0.0,23.0,0.0,1778.0,0.0,,,,,Liga NOS
João Palhinha,25.0,190.0,Portugal,Midfielder - Defensive Midfield,right,Sporting CP,8.0,2.0,347.0,0.0,32.0,2.0,2162.0,0.0,44.0,4.0,3559.0,0.0,8.0,0.0,624.0,0.0,Liga NOS
Fransérgio,30.0,187.0,Brazil,Midfielder - Central Midfield,right,SC Braga,25.0,4.0,1631.0,0.0,35.0,2.0,2560.0,0.0,42.0,7.0,3248.0,0.0,11.0,2.0,770.0,0.0,Liga NOS
Claudemir,32.0,185.0,Brazil,Midfielder - Central Midfield,right,Sivasspor,28.0,3.0,2311.0,0.0,38.0,2.0,2989.0,0.0,19.0,0.0,1004.0,0.0,12.0,0.0,576.0,0.0,Liga NOS
Ricardo Ryller,26.0,184.0,Brazil,Midfielder - Central Midfield,right,Red Bull Bragantino,13.0,3.0,904.0,0.0,36.0,3.0,1696.0,0.0,23.0,1.0,1791.0,0.0,,,,,Liga NOS
Xadas,23.0,179.0,Portugal,Midfielder - Attacking Midfield,left,Royal Excel Mouscron,34.0,2.0,1660.0,0.0,10.0,1.0,230.0,0.0,15.0,1.0,835.0,0.0,6.0,0.0,460.0,0.0,Liga NOS
João Novais,27.0,180.0,Portugal,Midfielder - Attacking Midfield,right,SC Braga,35.0,11.0,2560.0,0.0,33.0,3.0,1864.0,0.0,38.0,0.0,1814.0,0.0,9.0,0.0,193.0,0.0,Liga NOS
Eduardo,27.0,178.0,Brazil,Midfielder - Attacking Midfield,left,SC Braga,32.0,2.0,2039.0,0.0,10.0,0.0,365.0,0.0,29.0,4.0,1691.0,0.0,,,,,Liga NOS
Ricardo Horta,26.0,173.0,Portugal,Forward - Left Winger,right,SC Braga,43.0,12.0,2757.0,0.0,44.0,10.0,2724.0,0.0,52.0,24.0,4174.0,0.0,11.0,3.0,940.0,0.0,Liga NOS
Wilson Eduardo,30.0,179.0,Angola  Portugal,Forward - Left Winger,right,Al-Ain FC,21.0,8.0,1473.0,0.0,42.0,16.0,2914.0,0.0,31.0,8.0,1352.0,0.0,8.0,2.0,549.0,0.0,Liga NOS
Fábio Martins,27.0,177.0,Portugal  Brazil,Forward - Left Winger,right,Al-Shabab Riyadh,40.0,7.0,1708.0,0.0,16.0,1.0,533.0,0.0,36.0,12.0,3113.0,0.0,4.0,1.0,264.0,0.0,Liga NOS
Trincão,20.0,184.0,Portugal,Forward - Right Winger,left,FC Barcelona,30.0,5.0,1930.0,0.0,15.0,0.0,514.0,0.0,40.0,9.0,2266.0,0.0,15.0,0.0,492.0,0.0,Liga NOS
Luther Singh,23.0,171.0,South Africa,Forward - Right Winger,right,FC Paços de Ferreira,35.0,11.0,2965.0,0.0,26.0,4.0,2172.0,0.0,22.0,3.0,1319.0,0.0,9.0,1.0,736.0,0.0,Liga NOS
Murilo de Souza,26.0,176.0,Brazil,Forward - Right Winger,left,RCD Mallorca,40.0,13.0,3005.0,0.0,19.0,3.0,1097.0,0.0,30.0,2.0,1499.0,0.0,6.0,0.0,296.0,0.0,Liga NOS
Dyego Sousa,31.0,190.0,Portugal  Brazil,Forward - Centre-Forward,right,Shenzhen FC,27.0,12.0,1131.0,0.0,51.0,23.0,3746.0,0.0,13.0,0.0,294.0,0.0,5.0,0.0,261.0,0.0,Liga NOS
Paulinho,28.0,188.0,Portugal,Forward - Centre-Forward,left,SC Braga,43.0,17.0,2946.0,0.0,38.0,11.0,2400.0,0.0,48.0,25.0,3726.0,0.0,14.0,4.0,1189.0,0.0,Liga NOS
Miguel Silva,25.0,189.0,Portugal,Goalkeeper,right,APOEL Nicosia,25.0,0.0,2217.0,0.0,16.0,0.0,1440.0,0.0,14.0,0.0,1260.0,0.0,17.0,0.0,1590.0,0.0,Liga NOS
Douglas Jesus,37.0,188.0,Brazil,Goalkeeper,right,Without Club,23.0,0.0,2010.0,0.0,23.0,0.0,2070.0,0.0,38.0,0.0,3450.0,0.0,,,,,Liga NOS
Miguel Oliveira,26.0,196.0,Portugal,Goalkeeper,right,Moreirense FC,32.0,0.0,2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liga NOS
Pedro Henrique,27.0,190.0,Brazil,Defender - Centre-Back,left,Al-Wahda Mekka,27.0,1.0,2310.0,0.0,39.0,2.0,3498.0,0.0,35.0,0.0,2952.0,0.0,5.0,0.0,361.0,0.0,Liga NOS
Yordan Osorio,26.0,186.0,Venezuela,Defender - Centre-Back,right,Parma Calcio 1913,12.0,0.0,1039.0,0.0,30.0,2.0,2700.0,0.0,16.0,0.0,972.0,0.0,5.0,0.0,422.0,0.0,Liga NOS
Frederico Venâncio,27.0,186.0,Portugal,Defender - Centre-Back,right,CD Lugo,28.0,1.0,2508.0,0.0,8.0,0.0,639.0,0.0,26.0,0.0,2333.0,0.0,12.0,1.0,1080.0,0.0,Liga NOS
João Afonso,30.0,188.0,Portugal,Defender - Centre-Back,right,CD Santa Clara,30.0,1.0,2407.0,0.0,6.0,1.0,540.0,0.0,38.0,4.0,3246.0,0.0,8.0,0.0,630.0,0.0,Liga NOS
Edmond Tapsoba,21.0,194.0,Burkina Faso,Defender - Centre-Back,right,Bayer 04 Leverkusen,0.0,0.0,0.0,0.0,30.0,7.0,2700.0,0.0,54.0,9.0,4463.0,0.0,11.0,0.0,871.0,0.0,Liga NOS
Marcos Valente,26.0,196.0,Portugal,Defender - Centre-Back,right,GD Estoril Praia,31.0,2.0,2618.0,0.0,10.0,0.0,820.0,0.0,22.0,1.0,2010.0,0.0,3.0,0.0,112.0,0.0,Liga NOS
Rafa Soares,25.0,178.0,Portugal,Defender - Left-Back,left,SD Eibar,19.0,0.0,1388.0,0.0,31.0,0.0,2641.0,0.0,23.0,0.0,1654.0,0.0,4.0,0.0,189.0,0.0,Liga NOS
Florent Hanin,30.0,177.0,France  Algeria,Defender - Left-Back,left,Paris FC,39.0,0.0,3441.0,0.0,10.0,1.0,670.0,0.0,42.0,1.0,3524.0,0.0,13.0,0.0,1170.0,0.0,Liga NOS
João Vigário,25.0,180.0,Portugal,Defender - Left-Back,left,CD Nacional,20.0,0.0,1087.0,0.0,11.0,2.0,693.0,0.0,6.0,2.0,468.0,0.0,4.0,0.0,280.0,0.0,Liga NOS
Falaye Sacko,25.0,180.0,Mali,Defender - Right-Back,right,Vitória Guimarães SC,28.0,0.0,2457.0,0.0,30.0,0.0,2606.0,0.0,33.0,0.0,2939.0,0.0,6.0,0.0,540.0,0.0,Liga NOS
Dodô,22.0,166.0,Brazil,Defender - Right-Back,right,Shakhtar Donetsk,3.0,0.0,183.0,0.0,12.0,2.0,1025.0,0.0,34.0,3.0,2638.0,0.0,17.0,1.0,1515.0,0.0,Liga NOS
Víctor García,26.0,178.0,Venezuela  Portugal,Defender - Right-Back,right,AD Alcorcón,21.0,0.0,1681.0,0.0,9.0,0.0,810.0,0.0,17.0,0.0,1459.0,0.0,6.0,0.0,79.0,0.0,Liga NOS
Alhassan Wakaso,28.0,180.0,Ghana,Midfielder - Defensive Midfield,right,Vitória Guimarães SC,25.0,0.0,1831.0,0.0,34.0,2.0,2977.0,0.0,,,,,,,,,Liga NOS
Guillermo Celis,27.0,178.0,Colombia,Midfielder - Defensive Midfield,right,Deportes Tolima,24.0,0.0,1875.0,0.0,17.0,1.0,1105.0,0.0,2.0,0.0,139.0,0.0,,,,,Liga NOS
André André,31.0,174.0,Portugal,Midfielder - Central Midfield,right,Vitória Guimarães SC,24.0,2.0,989.0,0.0,19.0,6.0,1549.0,0.0,17.0,4.0,1292.0,0.0,10.0,3.0,767.0,0.0,Liga NOS
Pêpê,23.0,183.0,Portugal,Midfielder - Central Midfield,right,Olympiacos Piraeus,23.0,1.0,1750.0,0.0,20.0,0.0,923.0,0.0,46.0,5.0,2948.0,0.0,8.0,0.0,276.0,0.0,Liga NOS
Joseph Amoah,26.0,178.0,Ghana,Midfielder - Central Midfield,,Vitória Guimarães SC,30.0,0.0,2380.0,0.0,15.0,0.0,885.0,0.0,8.0,2.0,438.0,0.0,,,,,Liga NOS
Chico Ramos,25.0,181.0,Portugal,Midfielder - Central Midfield,right,CD Nacional,22.0,0.0,1319.0,0.0,13.0,0.0,971.0,0.0,33.0,0.0,2595.0,0.0,1.0,0.0,64.0,0.0,Liga NOS
Tozé,27.0,174.0,Portugal,Midfielder - Attacking Midfield,right,Al-Nasr (Dubai),32.0,11.0,2659.0,0.0,35.0,9.0,2827.0,0.0,19.0,5.0,1653.0,0.0,8.0,3.0,720.0,0.0,Liga NOS
Mattheus,26.0,182.0,Brazil  Portugal,Midfielder - Attacking Midfield,left,Coritiba Foot Ball Club,18.0,1.0,1344.0,0.0,27.0,4.0,1842.0,0.0,6.0,1.0,295.0,0.0,,,,,Liga NOS
João Carlos Teixeira,27.0,177.0,Portugal,Midfielder - Attacking Midfield,right,Feyenoord Rotterdam,23.0,1.0,1135.0,0.0,23.0,0.0,701.0,0.0,30.0,10.0,1716.0,0.0,12.0,0.0,623.0,0.0,Liga NOS
André Almeida,20.0,172.0,Portugal,Midfielder - Attacking Midfield,right,Vitória Guimarães SC,0.0,0.0,0.0,0.0,18.0,0.0,1047.0,0.0,15.0,1.0,592.0,0.0,6.0,0.0,241.0,0.0,Liga NOS
Davidson,29.0,177.0,Brazil,Forward - Left Winger,right,Alanyaspor,35.0,5.0,2551.0,0.0,39.0,10.0,2975.0,0.0,44.0,10.0,2996.0,0.0,12.0,6.0,884.0,0.0,Liga NOS
Tyler Boyd,25.0,183.0,United States  New Zealand,Forward - Left Winger,right,Besiktas JK,29.0,5.0,1568.0,0.0,27.0,7.0,1825.0,0.0,28.0,3.0,1623.0,0.0,6.0,1.0,447.0,0.0,Liga NOS
Ola John,28.0,179.0,Netherlands  Liberia,Forward - Left Winger,right,RKC Waalwijk,1.0,1.0,76.0,0.0,28.0,1.0,1174.0,0.0,17.0,0.0,983.0,0.0,9.0,1.0,412.0,0.0,Liga NOS
Hélder Ferreira,23.0,179.0,Portugal,Forward - Left Winger,left,FC Paços de Ferreira,33.0,1.0,1708.0,0.0,28.0,2.0,1876.0,0.0,38.0,4.0,2643.0,0.0,10.0,0.0,566.0,0.0,Liga NOS
Rochinha,25.0,169.0,Portugal,Forward - Right Winger,right,Vitória Guimarães SC,29.0,2.0,1424.0,0.0,33.0,4.0,2207.0,0.0,37.0,4.0,1848.0,0.0,10.0,1.0,619.0,0.0,Liga NOS
Sebastián Rincón,26.0,185.0,Colombia,Forward - Right Winger,,Vitória Guimarães SC B,11.0,3.0,564.0,0.0,8.0,0.0,451.0,0.0,18.0,3.0,1151.0,0.0,,,,,Liga NOS
Alexandre Guedes,26.0,185.0,Portugal,Forward - Centre-Forward,right,Vegalta Sendai,23.0,5.0,1457.0,0.0,34.0,8.0,2473.0,0.0,32.0,7.0,1975.0,0.0,,,,,Liga NOS
Welthon,28.0,180.0,Brazil,Forward - Centre-Forward,left,Without Club,21.0,4.0,1227.0,0.0,17.0,1.0,585.0,0.0,10.0,1.0,683.0,0.0,,,,,Liga NOS
Óscar Estupiñán,24.0,182.0,Colombia,Forward - Centre-Forward,left,Vitória Guimarães SC B,33.0,11.0,2114.0,0.0,21.0,7.0,958.0,0.0,33.0,14.0,1462.0,0.0,,,,,Liga NOS
Aziz,22.0,187.0,Ghana,Forward - Centre-Forward,right,GD Estoril Praia,1.0,1.0,50.0,0.0,29.0,11.0,2164.0,0.0,,,,,12.0,9.0,930.0,0.0,Liga NOS
Junior Tallo,27.0,185.0,Cote d'Ivoire,Forward - Centre-Forward,right,Újpest FC,21.0,2.0,1636.0,0.0,4.0,0.0,199.0,0.0,7.0,1.0,446.0,0.0,8.0,1.0,590.0,0.0,Liga NOS
Shuichi Gonda,31.0,187.0,Japan,Goalkeeper,right,Portimonense SC,41.0,0.0,3690.0,0.0,1.0,0.0,90.0,0.0,18.0,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,Liga NOS
Ricardo Ferreira,31.0,,Portugal,Goalkeeper,right,Portimonense SC,30.0,0.0,2700.0,0.0,28.0,0.0,2520.0,0.0,22.0,0.0,1934.0,0.0,1.0,0.0,90.0,0.0,Liga NOS
Leonardo,27.0,192.0,Brazil  Italy,Goalkeeper,right,SC Covilhã,5.0,0.0,480.0,0.0,7.0,0.0,630.0,0.0,8.0,0.0,720.0,0.0,8.0,0.0,720.0,0.0,Liga NOS
Carlos Henriques,27.0,184.0,Portugal,Goalkeeper,left,CD Mafra,5.0,0.0,480.0,0.0,5.0,0.0,450.0,0.0,25.0,0.0,2231.0,0.0,1.0,0.0,90.0,0.0,Liga NOS
Nedeljko Stojisic,23.0,202.0,Serbia,Goalkeeper,,Unknown,,,,,0.0,0.0,0.0,0.0,13.0,0.0,1170.0,0.0,,,,,Liga NOS
Lucas Possignolo,26.0,188.0,Brazil,Defender - Centre-Back,right,Portimonense SC,29.0,1.0,2590.0,0.0,31.0,0.0,2587.0,0.0,27.0,2.0,2427.0,0.0,5.0,0.0,405.0,0.0,Liga NOS
Jadson,29.0,189.0,Brazil,Defender - Centre-Back,right,Club de Regatas Vasco da Gama,5.0,1.0,287.0,0.0,21.0,2.0,1772.0,0.0,35.0,3.0,2833.0,0.0,,,,,Liga NOS
Vítor Tormena,24.0,192.0,Brazil,Defender - Centre-Back,right,SC Braga,38.0,1.0,3374.0,0.0,27.0,1.0,2272.0,0.0,9.0,0.0,591.0,0.0,9.0,1.0,473.0,0.0,Liga NOS
Brendon Lucas,25.0,188.0,Brazil,Defender - Centre-Back,right,Leixões SC,14.0,0.0,1074.0,0.0,22.0,3.0,1725.0,0.0,30.0,2.0,2730.0,0.0,10.0,0.0,930.0,0.0,Liga NOS
Felipe Macedo,26.0,190.0,Brazil,Defender - Centre-Back,right,SC Covilhã,19.0,1.0,1538.0,0.0,5.0,0.0,103.0,0.0,25.0,2.0,2129.0,0.0,1.0,0.0,2.0,0.0,Liga NOS
Rúben Fernandes,34.0,187.0,Portugal,Defender - Centre-Back,right,Gil Vicente FC,38.0,4.0,3450.0,0.0,35.0,0.0,2925.0,0.0,35.0,1.0,3097.0,0.0,10.0,1.0,930.0,0.0,Liga NOS
Henrique,25.0,179.0,Brazil,Defender - Left-Back,left,Portimonense SC,0.0,0.0,0.0,0.0,13.0,1.0,1038.0,0.0,27.0,0.0,1869.0,0.0,5.0,0.0,58.0,0.0,Liga NOS
