name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Andrea Bandini,26.0,178.0,Italy,Defender - Right-Back,right,ASD Alcione Milano,1.0,0.0,81.0,0.0,19.0,0.0,869.0,0.0,,,,,,,,,Serie A
Marcelo Brozovic,28.0,181.0,Croatia,Midfielder - Defensive Midfield,both,Inter Milan,33.0,4.0,2040.0,0.0,42.0,2.0,3546.0,0.0,46.0,3.0,3864.0,0.0,13.0,1.0,857.0,0.0,Serie A
Matías Vecino,29.0,187.0,Uruguay  Italy,Midfielder - Central Midfield,right,Inter Milan,31.0,3.0,2376.0,0.0,40.0,5.0,2899.0,0.0,25.0,3.0,1698.0,0.0,,,,,Serie A
João Mário,27.0,179.0,Portugal  Angola,Midfielder - Central Midfield,right,Sporting CP,29.0,2.0,1685.0,0.0,22.0,1.0,1168.0,0.0,22.0,1.0,1832.0,0.0,7.0,0.0,436.0,0.0,Serie A
Roberto Gagliardini,26.0,188.0,Italy,Midfielder - Central Midfield,right,Inter Milan,32.0,0.0,2180.0,0.0,21.0,5.0,1220.0,0.0,32.0,4.0,2341.0,0.0,11.0,2.0,727.0,0.0,Serie A
Borja Valero,35.0,175.0,Spain,Midfielder - Central Midfield,right,ACF Fiorentina,37.0,2.0,2653.0,0.0,38.0,0.0,1749.0,0.0,25.0,3.0,1347.0,0.0,6.0,0.0,163.0,0.0,Serie A
Xian Emmers,21.0,178.0,Belgium,Midfielder - Central Midfield,both,Almere City FC,26.0,5.0,2189.0,0.0,20.0,1.0,1150.0,0.0,9.0,1.0,470.0,0.0,6.0,2.0,196.0,0.0,Serie A
Lorenzo Gavioli,20.0,182.0,Italy,Midfielder - Central Midfield,right,Feralpisalò,25.0,0.0,1450.0,0.0,34.0,3.0,2644.0,0.0,9.0,0.0,461.0,0.0,13.0,1.0,656.0,0.0,Serie A
Thomas Schirò,20.0,183.0,Italy  France,Midfielder - Central Midfield,left,Carrarese Calcio 1908,25.0,1.0,1468.0,0.0,41.0,3.0,3360.0,0.0,29.0,7.0,2518.0,0.0,13.0,2.0,711.0,0.0,Serie A
Maj Roric,20.0,179.0,Slovenia,Midfielder - Central Midfield,left,NK Celje,4.0,0.0,194.0,0.0,32.0,3.0,1933.0,0.0,20.0,1.0,1151.0,0.0,4.0,0.0,28.0,0.0,Serie A
Andrea Romanò,27.0,183.0,Italy,Midfielder - Central Midfield,both,Without Club,4.0,0.0,290.0,0.0,10.0,0.0,234.0,0.0,,,,,,,,,Serie A
Tommaso Brignoli,20.0,184.0,Italy,Midfielder - Central Midfield,right,Aurora Pro Patria,28.0,2.0,1483.0,0.0,2.0,0.0,82.0,0.0,8.0,0.0,360.0,0.0,7.0,0.0,310.0,0.0,Serie A
Antonio Candreva,33.0,180.0,Italy,Midfielder - Right Midfield,right,UC Sampdoria,37.0,0.0,2693.0,0.0,29.0,3.0,1048.0,0.0,40.0,7.0,2537.0,0.0,9.0,1.0,577.0,0.0,Serie A
Kwadwo Asamoah,32.0,173.0,Ghana,Midfielder - Left Midfield,left,Without Club,26.0,0.0,2029.0,0.0,42.0,0.0,3578.0,0.0,11.0,0.0,899.0,0.0,,,,,Serie A
Marco Sala,21.0,182.0,Italy,Midfielder - Left Midfield,left,SPAL,37.0,0.0,3287.0,0.0,38.0,2.0,3293.0,0.0,34.0,0.0,2883.0,0.0,11.0,0.0,784.0,0.0,Serie A
Radja Nainggolan,32.0,176.0,Belgium  Indonesia,Midfielder - Attacking Midfield,right,Inter Milan,42.0,6.0,3580.0,0.0,36.0,7.0,2443.0,0.0,29.0,6.0,2279.0,0.0,5.0,0.0,45.0,0.0,Serie A
Rigoberto Rivas,22.0,178.0,Honduras  Italy,Midfielder - Attacking Midfield,right,Reggina 1914,15.0,0.0,510.0,0.0,13.0,1.0,624.0,0.0,17.0,2.0,926.0,0.0,4.0,0.0,84.0,0.0,Serie A
Ivan Perisic,31.0,187.0,Croatia,Forward - Left Winger,both,Inter Milan,39.0,11.0,3489.0,0.0,45.0,9.0,3631.0,0.0,35.0,8.0,1756.0,0.0,16.0,2.0,859.0,0.0,Serie A
Keita Baldé,25.0,181.0,Senegal  Spain,Forward - Left Winger,both,UC Sampdoria,33.0,8.0,2006.0,0.0,30.0,5.0,1089.0,0.0,26.0,8.0,1266.0,0.0,4.0,0.0,123.0,0.0,Serie A
Matteo Politano,27.0,171.0,Italy,Forward - Right Winger,left,SSC Napoli,39.0,11.0,3010.0,0.0,48.0,6.0,3438.0,0.0,35.0,2.0,1198.0,0.0,14.0,5.0,658.0,0.0,Serie A
Yann Karamoh,22.0,185.0,France,Forward - Right Winger,right,Parma Calcio 1913,18.0,1.0,641.0,0.0,33.0,3.0,1677.0,0.0,15.0,1.0,582.0,0.0,11.0,3.0,625.0,0.0,Serie A
Axel Bakayoko,22.0,179.0,France  Cote d'Ivoire,Forward - Right Winger,right,Inter Milan,19.0,1.0,735.0,0.0,34.0,4.0,2095.0,0.0,23.0,0.0,582.0,0.0,,,,,Serie A
Matteo Rover,21.0,185.0,Italy,Forward - Second Striker,right,FC Südtirol,45.0,13.0,2499.0,0.0,16.0,0.0,436.0,0.0,30.0,6.0,1172.0,0.0,15.0,4.0,1186.0,0.0,Serie A
Vincenzo Tommasone,25.0,179.0,Italy,Forward - Second Striker,right,FC Matese,8.0,1.0,163.0,0.0,19.0,1.0,400.0,0.0,2.0,0.0,29.0,0.0,2.0,1.0,71.0,0.0,Serie A
Moussa Souare,22.0,173.0,Guinea,Forward - Second Striker,right,SS Pennarossa,19.0,0.0,775.0,0.0,12.0,3.0,507.0,0.0,21.0,2.0,1085.0,0.0,7.0,2.0,578.0,0.0,Serie A
Mauro Icardi,27.0,181.0,Argentina  Italy,Forward - Centre-Forward,right,Paris Saint-Germain,36.0,29.0,3130.0,0.0,37.0,17.0,2972.0,0.0,34.0,20.0,2185.0,0.0,5.0,2.0,353.0,0.0,Serie A
Lautaro Martínez,23.0,174.0,Argentina,Forward - Centre-Forward,right,Inter Milan,27.0,18.0,2303.0,0.0,35.0,9.0,1761.0,0.0,49.0,21.0,3595.0,0.0,16.0,6.0,1050.0,0.0,Serie A
Andrea Pinamonti,21.0,185.0,Italy,Forward - Centre-Forward,right,Inter Milan,11.0,7.0,853.0,0.0,27.0,5.0,1622.0,0.0,34.0,7.0,2418.0,0.0,3.0,0.0,45.0,0.0,Serie A
Facundo Colidio,20.0,179.0,Argentina  Italy,Forward - Centre-Forward,right,Sint-Truidense VV,32.0,9.0,2017.0,0.0,31.0,12.0,2140.0,0.0,16.0,3.0,995.0,0.0,14.0,1.0,774.0,0.0,Serie A
Eddie Salcedo,19.0,178.0,Italy  Colombia,Forward - Centre-Forward,right,Hellas Verona,33.0,9.0,2393.0,0.0,35.0,13.0,2280.0,0.0,17.0,1.0,677.0,0.0,7.0,1.0,331.0,0.0,Serie A
Rey Manaj,23.0,182.0,Albania  Italy,Forward - Centre-Forward,both,FC Barcelona B,19.0,1.0,550.0,0.0,30.0,7.0,1315.0,0.0,20.0,5.0,1375.0,0.0,4.0,1.0,306.0,0.0,Serie A
Samuele Longo,28.0,185.0,Italy,Forward - Centre-Forward,right,LR Vicenza Virtus,26.0,12.0,1886.0,0.0,21.0,1.0,876.0,0.0,32.0,5.0,2090.0,0.0,7.0,1.0,227.0,0.0,Serie A
Davide Merola,20.0,176.0,Italy,Forward - Centre-Forward,left,SS Arezzo,19.0,5.0,890.0,0.0,32.0,12.0,1411.0,0.0,17.0,6.0,1122.0,0.0,8.0,2.0,390.0,0.0,Serie A
Andrea Adorante,20.0,184.0,Italy,Forward - Centre-Forward,right,Parma Calcio 1913,18.0,3.0,791.0,0.0,28.0,13.0,1585.0,0.0,4.0,1.0,271.0,0.0,3.0,1.0,115.0,0.0,Serie A
Sebastiano Esposito,18.0,186.0,Italy,Forward - Centre-Forward,right,SPAL,22.0,10.0,947.0,0.0,38.0,31.0,2107.0,0.0,17.0,4.0,535.0,0.0,12.0,2.0,740.0,0.0,Serie A
Gianluigi Donnarumma,21.0,196.0,Italy,Goalkeeper,right,AC Milan,53.0,0.0,4830.0,0.0,39.0,0.0,3392.0,0.0,39.0,0.0,3502.0,0.0,16.0,0.0,1470.0,0.0,Serie A
Alessandro Plizzari,20.0,187.0,Italy,Goalkeeper,right,Reggina 1914,20.0,0.0,1800.0,0.0,6.0,0.0,540.0,0.0,21.0,0.0,1890.0,0.0,5.0,0.0,450.0,0.0,Serie A
Pepe Reina,38.0,188.0,Spain,Goalkeeper,right,SS Lazio,47.0,0.0,4230.0,0.0,12.0,0.0,1078.0,0.0,13.0,0.0,1152.0,0.0,10.0,0.0,900.0,0.0,Serie A
Antonio Donnarumma,30.0,192.0,Italy,Goalkeeper,right,AC Milan,2.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,Serie A
Matteo Soncin,19.0,190.0,Italy,Goalkeeper,both,US Pergolettese 1932,27.0,0.0,2490.0,0.0,24.0,0.0,2075.0,0.0,15.0,0.0,1410.0,0.0,0.0,0.0,0.0,0.0,Serie A
Alessio Romagnoli,25.0,188.0,Italy,Defender - Centre-Back,left,AC Milan,42.0,3.0,3598.0,0.0,41.0,2.0,3607.0,0.0,39.0,1.0,3482.0,0.0,10.0,1.0,880.0,0.0,Serie A
Mattia Caldara,26.0,187.0,Italy,Defender - Centre-Back,right,Atalanta BC,34.0,3.0,2917.0,0.0,3.0,0.0,200.0,0.0,21.0,0.0,1494.0,0.0,1.0,0.0,45.0,0.0,Serie A
Mateo Musacchio,30.0,182.0,Argentina  Italy,Defender - Centre-Back,right,AC Milan,22.0,1.0,1754.0,0.0,33.0,1.0,2992.0,0.0,18.0,0.0,1466.0,0.0,,,,,Serie A
Gustavo Gómez,27.0,185.0,Paraguay,Defender - Centre-Back,right,Sociedade Esportiva Palmeiras,18.0,3.0,1386.0,0.0,32.0,4.0,2854.0,0.0,37.0,3.0,3215.0,0.0,,,,,Serie A
Cristián Zapata,34.0,187.0,Colombia,Defender - Centre-Back,right,Genoa CFC,20.0,0.0,1713.0,0.0,20.0,1.0,1687.0,0.0,22.0,1.0,1860.0,0.0,8.0,0.0,667.0,0.0,Serie A
Matteo Gabbia,21.0,185.0,Italy,Defender - Centre-Back,right,AC Milan,22.0,0.0,1858.0,0.0,30.0,1.0,2616.0,0.0,10.0,0.0,716.0,0.0,10.0,0.0,930.0,0.0,Serie A
Stefan Simic,25.0,189.0,Czech Republic  Croatia,Defender - Centre-Back,right,HNK Hajduk Split,10.0,0.0,641.0,0.0,5.0,0.0,450.0,0.0,18.0,1.0,1501.0,0.0,2.0,0.0,180.0,0.0,Serie A
Ricardo Rodríguez,28.0,180.0,Switzerland  Chile,Defender - Left-Back,left,Torino FC,47.0,4.0,4149.0,0.0,41.0,0.0,3530.0,0.0,11.0,0.0,835.0,0.0,9.0,0.0,650.0,0.0,Serie A
Diego Laxalt,27.0,178.0,Uruguay  Italy,Defender - Left-Back,left,Celtic FC,34.0,4.0,3020.0,0.0,29.0,0.0,1276.0,0.0,25.0,0.0,993.0,0.0,11.0,1.0,916.0,0.0,Serie A
Ivan Strinic,33.0,186.0,Croatia,Defender - Left-Back,left,Without Club,18.0,0.0,1334.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Serie A
Gian Filippo Felicioli,23.0,182.0,Italy,Defender - Left-Back,left,Venezia FC,8.0,0.0,379.0,0.0,10.0,0.0,823.0,0.0,9.0,0.0,626.0,0.0,8.0,0.0,662.0,0.0,Serie A
Andrés Llamas,22.0,185.0,Italy  Spain,Defender - Left-Back,left,US Pistoiese 1921,33.0,0.0,2834.0,0.0,22.0,0.0,979.0,0.0,22.0,1.0,1417.0,0.0,3.0,0.0,245.0,0.0,Serie A
Davide Calabria,24.0,176.0,Italy,Defender - Right-Back,right,AC Milan,30.0,1.0,2368.0,0.0,33.0,1.0,2535.0,0.0,27.0,1.0,1827.0,0.0,14.0,0.0,1249.0,0.0,Serie A
Andrea Conti,26.0,184.0,Italy,Defender - Right-Back,right,AC Milan,5.0,0.0,333.0,0.0,16.0,0.0,635.0,0.0,26.0,0.0,2025.0,0.0,1.0,0.0,22.0,0.0,Serie A
Ignazio Abate,34.0,180.0,Italy,Defender - Right-Back,right,Retired,27.0,1.0,1713.0,0.0,24.0,0.0,1688.0,0.0,,,,,,,,,Serie A
Raoul Bellanova,20.0,188.0,Italy,Defender - Right-Back,right,Delfino Pescara 1936,30.0,0.0,2396.0,0.0,22.0,1.0,1808.0,0.0,3.0,0.0,170.0,0.0,8.0,0.0,571.0,0.0,Serie A
Tiemoué Bakayoko,26.0,189.0,France  Cote d'Ivoire,Midfielder - Defensive Midfield,right,SSC Napoli,43.0,3.0,3070.0,0.0,42.0,1.0,3274.0,0.0,23.0,1.0,1899.0,0.0,10.0,0.0,748.0,0.0,Serie A
Manuel Locatelli,22.0,185.0,Italy,Midfielder - Defensive Midfield,right,US Sassuolo,33.0,0.0,1525.0,0.0,31.0,3.0,2028.0,0.0,34.0,0.0,2671.0,0.0,10.0,2.0,900.0,0.0,Serie A
Lucas Biglia,34.0,178.0,Argentina  Italy,Midfielder - Defensive Midfield,right,Fatih Karagümrük,37.0,1.0,2848.0,0.0,19.0,1.0,1289.0,0.0,14.0,0.0,683.0,0.0,10.0,1.0,874.0,0.0,Serie A
Riccardo Montolivo,35.0,181.0,Italy  Germany,Midfielder - Defensive Midfield,right,Retired,26.0,3.0,1665.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Serie A
Alexandro Cavagnera,22.0,186.0,Belgium  Italy,Midfielder - Defensive Midfield,right,URSL Visé,,,,,14.0,3.0,1236.0,0.0,,,,,2.0,0.0,75.0,0.0,Serie A
Franck Kessié,23.0,183.0,Cote d'Ivoire,Midfielder - Central Midfield,right,AC Milan,54.0,5.0,4603.0,0.0,42.0,7.0,3625.0,0.0,38.0,4.0,3094.0,0.0,17.0,4.0,1337.0,0.0,Serie A
Giacomo Bonaventura,31.0,180.0,Italy,Midfielder - Central Midfield,right,ACF Fiorentina,47.0,9.0,3557.0,0.0,10.0,3.0,797.0,0.0,32.0,4.0,1530.0,0.0,9.0,0.0,545.0,0.0,Serie A
Andrea Bertolacci,29.0,179.0,Italy,Midfielder - Central Midfield,left,Without Club,34.0,1.0,3018.0,0.0,4.0,0.0,139.0,0.0,12.0,0.0,536.0,0.0,,,,,Serie A
José Mauri,24.0,169.0,Italy  Argentina,Midfielder - Central Midfield,right,Without Club,4.0,0.0,155.0,0.0,7.0,0.0,318.0,0.0,12.0,0.0,732.0,0.0,,,,,Serie A
Emanuele Torrasi,21.0,180.0,Italy,Midfielder - Central Midfield,right,Imolese Calcio 1919,13.0,2.0,814.0,0.0,16.0,0.0,1328.0,0.0,7.0,0.0,498.0,0.0,13.0,0.0,1155.0,0.0,Serie A
Marco Brescianini,20.0,188.0,Italy,Midfielder - Central Midfield,left,Virtus Entella,31.0,0.0,1894.0,0.0,28.0,3.0,2360.0,0.0,17.0,8.0,1405.0,0.0,9.0,0.0,485.0,0.0,Serie A
Tiago Dias,22.0,175.0,Portugal,Midfielder - Left Midfield,left,SC Olhanense,35.0,7.0,2796.0,0.0,12.0,3.0,330.0,0.0,25.0,4.0,1461.0,0.0,,,,,Serie A
Lucas Paquetá,23.0,180.0,Brazil  Portugal,Midfielder - Attacking Midfield,left,Olympique Lyon,39.0,10.0,3377.0,0.0,17.0,1.0,1178.0,0.0,27.0,0.0,1229.0,0.0,7.0,0.0,513.0,0.0,Serie A
Hakan Calhanoglu,26.0,178.0,Turkey  Germany,Midfielder - Attacking Midfield,right,AC Milan,45.0,8.0,3159.0,0.0,46.0,4.0,3547.0,0.0,38.0,11.0,2931.0,0.0,16.0,5.0,1280.0,0.0,Serie A
Alen Halilovic,24.0,169.0,Croatia,Midfielder - Attacking Midfield,left,Birmingham City,21.0,2.0,1386.0,0.0,17.0,0.0,695.0,0.0,26.0,3.0,1117.0,0.0,1.0,0.0,18.0,0.0,Serie A
Fabio Borini,29.0,180.0,Italy,Forward - Left Winger,right,Without Club,44.0,5.0,2429.0,0.0,29.0,3.0,1494.0,0.0,16.0,3.0,880.0,0.0,,,,,Serie A
Suso,27.0,177.0,Spain,Forward - Right Winger,left,Sevilla FC,50.0,8.0,3893.0,0.0,41.0,8.0,3446.0,0.0,40.0,3.0,2665.0,0.0,9.0,0.0,457.0,0.0,Serie A
Samu Castillejo,25.0,182.0,Spain,Forward - Right Winger,left,AC Milan,38.0,6.0,2481.0,0.0,40.0,4.0,1654.0,0.0,25.0,3.0,1479.0,0.0,14.0,3.0,743.0,0.0,Serie A
Krzysztof Piatek,25.0,183.0,Poland,Forward - Centre-Forward,right,Hertha BSC,38.0,21.0,3279.0,0.0,42.0,30.0,3410.0,0.0,36.0,10.0,2371.0,0.0,10.0,3.0,388.0,0.0,Serie A
Gonzalo Higuaín,33.0,184.0,Argentina  France,Forward - Centre-Forward,right,Inter Miami CF,50.0,23.0,3877.0,0.0,40.0,13.0,3174.0,0.0,53.0,12.0,3447.0,0.0,,,,,Serie A
Patrick Cutrone,22.0,183.0,Italy,Forward - Centre-Forward,right,ACF Fiorentina,46.0,18.0,2681.0,0.0,43.0,9.0,1910.0,0.0,45.0,8.0,1804.0,0.0,12.0,0.0,277.0,0.0,Serie A
André Silva,25.0,184.0,Portugal,Forward - Centre-Forward,right,Eintracht Frankfurt,40.0,10.0,2025.0,0.0,40.0,11.0,2839.0,0.0,38.0,16.0,2563.0,0.0,11.0,8.0,935.0,0.0,Serie A
Frank Tsadjout,21.0,190.0,Italy  Cameroon,Forward - Centre-Forward,left,AS Cittadella,29.0,11.0,1643.0,0.0,21.0,10.0,1871.0,0.0,10.0,1.0,54.0,0.0,10.0,1.0,513.0,0.0,Serie A
Ismet Sinani,21.0,183.0,Kosovo  Albania,Forward - Centre-Forward,right,AC Mailand Weitere,24.0,6.0,1043.0,0.0,7.0,0.0,296.0,0.0,3.0,0.0,73.0,0.0,,,,,Serie A
Alex Meret,23.0,190.0,Italy,Goalkeeper,left,SSC Napoli,14.0,0.0,1249.0,0.0,21.0,0.0,1781.0,0.0,29.0,0.0,2580.0,0.0,7.0,0.0,630.0,0.0,Serie A
Luigi Sepe,29.0,185.0,Italy,Goalkeeper,left,Parma Calcio 1913,3.0,0.0,270.0,0.0,38.0,0.0,3420.0,0.0,35.0,0.0,3150.0,0.0,11.0,0.0,990.0,0.0,Serie A
David Ospina,32.0,183.0,Colombia,Goalkeeper,right,SSC Napoli,21.0,0.0,1820.0,0.0,24.0,0.0,2087.0,0.0,23.0,0.0,2010.0,0.0,7.0,0.0,630.0,0.0,Serie A
Orestis Karnezis,35.0,190.0,Greece,Goalkeeper,right,LOSC Lille,16.0,0.0,1381.0,0.0,9.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Nikita Contini,24.0,190.0,Italy  Ukraine,Goalkeeper,right,SSC Napoli,38.0,0.0,3480.0,0.0,36.0,0.0,3174.0,0.0,33.0,0.0,2925.0,0.0,0.0,0.0,0.0,0.0,Serie A
Davide Marfella,21.0,182.0,Italy,Goalkeeper,right,SSC Bari,36.0,0.0,3240.0,0.0,36.0,0.0,3240.0,0.0,3.0,0.0,270.0,0.0,1.0,0.0,120.0,0.0,Serie A
Maurizio Schaeper,21.0,185.0,Italy,Goalkeeper,right,Portici 1906,36.0,0.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,540.0,0.0,Serie A
Alessandro D'Andrea,20.0,188.0,Italy,Goalkeeper,left,Cavese 1919,0.0,0.0,0.0,0.0,21.0,0.0,1793.0,0.0,7.0,0.0,443.0,0.0,4.0,0.0,299.0,0.0,Serie A
João Pedro Piai,20.0,190.0,Brazil  Italy,Goalkeeper,left,SSDRL Marignanese Calcio,,,,,0.0,0.0,0.0,0.0,10.0,0.0,930.0,0.0,6.0,0.0,540.0,0.0,Serie A
Antonio Pio Daniele,18.0,184.0,Italy,Goalkeeper,right,Napoli Primavera,,,,,1.0,0.0,90.0,0.0,7.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,Serie A
Kalidou Koulibaly,29.0,187.0,Senegal  France,Defender - Centre-Back,right,SSC Napoli,45.0,5.0,3966.0,0.0,48.0,2.0,4305.0,0.0,34.0,0.0,2917.0,0.0,14.0,0.0,1253.0,0.0,Serie A
Nikola Maksimovic,29.0,193.0,Serbia,Defender - Centre-Back,right,SSC Napoli,15.0,0.0,1182.0,0.0,28.0,0.0,2306.0,0.0,28.0,1.0,2327.0,0.0,7.0,0.0,501.0,0.0,Serie A
Lorenzo Tonelli,30.0,183.0,Italy,Defender - Centre-Back,right,UC Sampdoria,7.0,1.0,620.0,0.0,20.0,1.0,1773.0,0.0,9.0,0.0,705.0,0.0,10.0,0.0,806.0,0.0,Serie A
Raúl Albiol,35.0,190.0,Spain,Defender - Centre-Back,right,Villarreal CF,39.0,3.0,3462.0,0.0,26.0,1.0,2207.0,0.0,38.0,1.0,3448.0,0.0,14.0,0.0,1242.0,0.0,Serie A
Vlad Chiricheș,31.0,184.0,Romania,Defender - Centre-Back,right,US Sassuolo,9.0,0.0,763.0,0.0,6.0,0.0,372.0,0.0,9.0,0.0,708.0,0.0,8.0,1.0,602.0,0.0,Serie A
Sebastiano Luperto,24.0,191.0,Italy,Defender - Centre-Back,left,FC Crotone,28.0,2.0,2012.0,0.0,15.0,0.0,861.0,0.0,12.0,0.0,726.0,0.0,6.0,0.0,530.0,0.0,Serie A
Igor Lasicki,25.0,184.0,Poland,Defender - Centre-Back,right,Pogon Szczecin,21.0,2.0,1661.0,0.0,29.0,1.0,2403.0,0.0,15.0,1.0,1108.0,0.0,,,,,Serie A
Faouzi Ghoulam,29.0,184.0,Algeria  France,Defender - Left-Back,left,SSC Napoli,17.0,2.0,1468.0,0.0,21.0,1.0,1500.0,0.0,9.0,0.0,370.0,0.0,6.0,0.0,214.0,0.0,Serie A
Mário Rui,29.0,168.0,Portugal,Defender - Left-Back,left,SSC Napoli,30.0,2.0,2312.0,0.0,31.0,1.0,2318.0,0.0,35.0,0.0,2847.0,0.0,9.0,0.0,605.0,0.0,Serie A
Armando Anastasio,24.0,180.0,Italy,Defender - Left-Back,left,HNK Rijeka,10.0,0.0,404.0,0.0,26.0,2.0,1748.0,0.0,25.0,2.0,1715.0,0.0,5.0,0.0,163.0,0.0,Serie A
Luigi D'Ignazio,22.0,175.0,Italy,Defender - Left-Back,left,SS Turris Calcio,8.0,0.0,426.0,0.0,14.0,1.0,757.0,0.0,13.0,0.0,535.0,0.0,4.0,0.0,155.0,0.0,Serie A
Elseid Hysaj,26.0,182.0,Albania,Defender - Right-Back,right,SSC Napoli,47.0,0.0,4087.0,0.0,35.0,0.0,2707.0,0.0,24.0,1.0,1692.0,0.0,7.0,0.0,579.0,0.0,Serie A
Kévin Malcuit,29.0,178.0,France  Morocco,Defender - Right-Back,right,SSC Napoli,25.0,0.0,1932.0,0.0,27.0,0.0,1992.0,0.0,6.0,0.0,403.0,0.0,1.0,0.0,15.0,0.0,Serie A
Pio Schiavi,22.0,181.0,Italy,Defender - Right-Back,right,Without Club,23.0,1.0,1975.0,0.0,10.0,0.0,628.0,0.0,15.0,0.0,1051.0,0.0,,,,,Serie A
Amadou Diawara,23.0,183.0,Guinea,Midfielder - Defensive Midfield,right,AS Roma,27.0,2.0,1279.0,0.0,19.0,0.0,970.0,0.0,31.0,1.0,2198.0,0.0,6.0,0.0,291.0,0.0,Serie A
Luca Palmiero,24.0,177.0,Italy,Midfielder - Defensive Midfield,right,Chievo Verona,39.0,0.0,2375.0,0.0,29.0,1.0,2145.0,0.0,24.0,1.0,1700.0,0.0,10.0,0.0,916.0,0.0,Serie A
Umberto Otranto,22.0,170.0,Italy,Midfielder - Defensive Midfield,right,FC Giugliano 1928,36.0,0.0,3221.0,0.0,2.0,0.0,28.0,0.0,1.0,0.0,27.0,0.0,1.0,0.0,18.0,0.0,Serie A
Allan,29.0,175.0,Brazil  Portugal,Midfielder - Central Midfield,right,Everton FC,50.0,4.0,3477.0,0.0,47.0,1.0,3631.0,0.0,33.0,2.0,1756.0,0.0,11.0,0.0,968.0,0.0,Serie A
Fabián Ruiz,24.0,189.0,Spain,Midfielder - Central Midfield,left,SSC Napoli,35.0,3.0,2753.0,0.0,40.0,7.0,3084.0,0.0,46.0,4.0,3671.0,0.0,13.0,1.0,893.0,0.0,Serie A
Piotr Zielinski,26.0,180.0,Poland,Midfielder - Central Midfield,both,SSC Napoli,47.0,7.0,2431.0,0.0,49.0,7.0,3628.0,0.0,49.0,2.0,3875.0,0.0,10.0,1.0,503.0,0.0,Serie A
Marek Hamsik,33.0,183.0,Slovakia,Midfielder - Central Midfield,both,Dalian Professional,49.0,7.0,3162.0,0.0,50.0,4.0,4047.0,0.0,14.0,2.0,1253.0,0.0,,,,,Serie A
Alberto Grassi,25.0,183.0,Italy,Midfielder - Central Midfield,right,Parma Calcio 1913,28.0,3.0,2261.0,0.0,7.0,0.0,462.0,0.0,17.0,1.0,660.0,0.0,9.0,0.0,488.0,0.0,Serie A
Marko Rog,25.0,180.0,Croatia,Midfielder - Central Midfield,right,Cagliari Calcio,37.0,1.0,620.0,0.0,24.0,1.0,805.0,0.0,32.0,2.0,2443.0,0.0,12.0,0.0,996.0,0.0,Serie A
Zinédine Machach,24.0,185.0,France  Morocco,Midfielder - Central Midfield,right,VVV-Venlo,4.0,1.0,192.0,0.0,26.0,0.0,1115.0,0.0,18.0,1.0,1068.0,0.0,7.0,0.0,292.0,0.0,Serie A
Mario Francesco Prezioso,24.0,178.0,Italy,Midfielder - Central Midfield,right,Modena FC 2018,11.0,0.0,356.0,0.0,34.0,2.0,2229.0,0.0,22.0,3.0,1356.0,0.0,12.0,1.0,542.0,0.0,Serie A
Antonio Romano,24.0,180.0,Italy,Midfielder - Central Midfield,right,SS Turris Calcio,19.0,0.0,1054.0,0.0,30.0,1.0,2050.0,0.0,3.0,0.0,55.0,0.0,13.0,2.0,770.0,0.0,Serie A
Karim Zedadka,20.0,182.0,France  Algeria,Midfielder - Left Midfield,right,Cavese 1919,,,,,26.0,1.0,1930.0,0.0,20.0,1.0,1735.0,0.0,5.0,0.0,141.0,0.0,Serie A
Simone Verdi,28.0,174.0,Italy,Midfielder - Attacking Midfield,both,Torino FC,35.0,10.0,2843.0,0.0,24.0,4.0,811.0,0.0,34.0,2.0,2208.0,0.0,10.0,2.0,517.0,0.0,Serie A
Gianluca Gaetano,20.0,181.0,Italy,Midfielder - Attacking Midfield,right,US Cremonese,37.0,17.0,3098.0,0.0,37.0,22.0,2541.0,0.0,19.0,5.0,990.0,0.0,11.0,3.0,626.0,0.0,Serie A
Lorenzo Insigne,29.0,163.0,Italy,Forward - Left Winger,right,SSC Napoli,48.0,14.0,3865.0,0.0,41.0,14.0,3068.0,0.0,46.0,13.0,3513.0,0.0,12.0,4.0,742.0,0.0,Serie A
Amin Younes,27.0,168.0,Germany  Lebanon,Forward - Left Winger,right,Eintracht Frankfurt,18.0,3.0,1272.0,0.0,16.0,3.0,545.0,0.0,11.0,1.0,180.0,0.0,4.0,0.0,139.0,0.0,Serie A
Gennaro Tutino,24.0,177.0,Italy,Forward - Left Winger,right,US Salernitana 1919,40.0,12.0,2422.0,0.0,34.0,10.0,2769.0,0.0,24.0,4.0,1341.0,0.0,11.0,5.0,877.0,0.0,Serie A
