name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Nelson Mandela Mbouhom,21,"1,77 m",Cameroon,midfield - Central Midfield,both,Without Club,9.0,2.0,727.0,0.0,,,,,5.0,0.0,90.0,0.0,4.0,0.0,41.0,0.0,Bundesliga
Mijat Gacinovic,25,"1,75 m",Serbia  Bosnia-Herzegovina,midfield - Attacking Midfield,right,TSG 1899 Hoffenheim,33.0,4.0,2103.0,0.0,45.0,2.0,2913.0,0.0,36.0,1.0,1651.0,0.0,21.0,1.0,879.0,0.0,Bundesliga
Kevin-Prince Boateng,33,"1,86 m",Ghana  Germany,midfield - Attacking Midfield,right,AC Monza,36.0,6.0,2794.0,0.0,19.0,5.0,1389.0,0.0,26.0,4.0,1283.0,0.0,13.0,4.0,902.0,0.0,Bundesliga
Marco Fabián,31,"1,70 m",Mexico,midfield - Attacking Midfield,right,FC Juárez,9.0,1.0,530.0,0.0,27.0,8.0,1417.0,0.0,3.0,1.0,246.0,0.0,10.0,0.0,763.0,0.0,Bundesliga
Aymen Barkok,22,"1,88 m",Morocco  Germany,midfield - Attacking Midfield,right,Eintracht Frankfurt,10.0,0.0,354.0,0.0,16.0,1.0,841.0,0.0,11.0,4.0,736.0,0.0,15.0,2.0,518.0,0.0,Bundesliga
Daichi Kamada,24,"1,80 m",Japan,midfield - Attacking Midfield,right,Eintracht Frankfurt,4.0,0.0,218.0,0.0,36.0,16.0,2977.0,0.0,48.0,10.0,3381.0,0.0,15.0,2.0,1146.0,0.0,Bundesliga
Ante Rebic,27,"1,85 m",Croatia,attack - Left Winger,right,AC Milan,28.0,9.0,2029.0,0.0,38.0,10.0,2514.0,0.0,36.0,15.0,2056.0,0.0,14.0,1.0,941.0,0.0,Bundesliga
Danny Blum,30,"1,83 m",Germany,attack - Left Winger,left,VfL Bochum,3.0,2.0,36.0,0.0,27.0,1.0,1313.0,0.0,26.0,9.0,2015.0,0.0,17.0,3.0,942.0,0.0,Bundesliga
Marius Wolf,25,"1,87 m",Germany,attack - Right Winger,right,1. FC Köln,34.0,6.0,2790.0,0.0,22.0,1.0,1258.0,0.0,24.0,1.0,1615.0,0.0,14.0,0.0,1195.0,0.0,Bundesliga
Alexander Meier,37,"1,96 m",Germany,attack - Second Striker,right,Retired,1.0,1.0,3.0,0.0,16.0,6.0,975.0,0.0,12.0,1.0,706.0,0.0,,,,,Bundesliga
Sébastien Haller,26,"1,90 m",Cote d'Ivoire  France,attack - Centre-Forward,right,Ajax Amsterdam,36.0,13.0,2731.0,0.0,41.0,20.0,3120.0,0.0,34.0,7.0,2385.0,0.0,19.0,7.0,1204.0,0.0,Bundesliga
Luka Jovic,23,"1,82 m",Serbia,attack - Centre-Forward,both,Real Madrid,27.0,9.0,1141.0,0.0,48.0,27.0,3302.0,0.0,27.0,2.0,806.0,0.0,5.0,0.0,208.0,0.0,Bundesliga
Branimir Hrgota,27,"1,85 m",Sweden  Croatia,attack - Centre-Forward,left,SpVgg Greuther Fürth,8.0,0.0,327.0,0.0,1.0,0.0,4.0,0.0,32.0,10.0,2489.0,0.0,14.0,5.0,1038.0,0.0,Bundesliga
Renat Dadashov,21,"1,86 m",Azerbaijan  Germany,attack - Centre-Forward,right,Wolverhampton Wanderers,12.0,7.0,1055.0,0.0,27.0,4.0,1230.0,0.0,13.0,3.0,768.0,0.0,,,,,Bundesliga
Jiri Pavlenka,28,"1,96 m",Czech Republic,Goalkeeper,right,SV Werder Bremen,38.0,0.0,3450.0,0.0,39.0,0.0,3458.0,0.0,39.0,0.0,3510.0,0.0,17.0,0.0,1530.0,0.0,Bundesliga
Michael Zetterer,25,"1,87 m",Germany,Goalkeeper,both,PEC Zwolle,0.0,0.0,0.0,0.0,14.0,0.0,1240.0,0.0,18.0,0.0,1620.0,0.0,16.0,0.0,1440.0,0.0,Bundesliga
Jaroslav Drobny,41,"1,92 m",Czech Republic,Goalkeeper,right,SK Dynamo Ceske Budejovice,0.0,0.0,0.0,0.0,3.0,0.0,270.0,0.0,18.0,0.0,1620.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Luca Plogmann,20,"1,89 m",Germany,Goalkeeper,both,SV Meppen,29.0,0.0,2583.0,0.0,14.0,0.0,1207.0,0.0,24.0,0.0,2160.0,0.0,8.0,0.0,651.0,0.0,Bundesliga
Milos Veljkovic,25,"1,88 m",Serbia  Switzerland,Defender - Centre-Back,both,SV Werder Bremen,34.0,2.0,3045.0,0.0,27.0,1.0,2264.0,0.0,28.0,0.0,2393.0,0.0,9.0,0.0,674.0,0.0,Bundesliga
Sebastian Langkamp,32,"1,91 m",Germany,Defender - Centre-Back,right,Perth Glory,26.0,0.0,1701.0,0.0,23.0,0.0,1533.0,0.0,7.0,0.0,425.0,0.0,,,,,Bundesliga
Niklas Moisander,35,"1,83 m",Finland,Defender - Centre-Back,left,SV Werder Bremen,28.0,2.0,2550.0,0.0,34.0,0.0,3029.0,0.0,26.0,1.0,2337.0,0.0,8.0,0.0,559.0,0.0,Bundesliga
Lamine Sané,33,"1,92 m",Senegal  France,Defender - Centre-Back,right,Without Club,29.0,2.0,2368.0,0.0,30.0,0.0,2694.0,0.0,1.0,0.0,1.0,0.0,,,,,Bundesliga
Marco Friedl,22,"1,87 m",Austria,Defender - Centre-Back,left,SV Werder Bremen,22.0,1.0,1700.0,0.0,9.0,0.0,682.0,0.0,32.0,2.0,2577.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Luca Caldirola,29,"1,86 m",Italy,Defender - Centre-Back,left,Benevento Calcio,2.0,0.0,180.0,0.0,16.0,3.0,1435.0,0.0,34.0,3.0,2966.0,0.0,9.0,2.0,708.0,0.0,Bundesliga
Jesper Verlaat,24,"1,92 m",Netherlands,Defender - Centre-Back,right,SV Waldhof Mannheim,22.0,1.0,1731.0,0.0,31.0,0.0,2485.0,0.0,6.0,0.0,444.0,0.0,9.0,1.0,740.0,0.0,Bundesliga
Ludwig Augustinsson,26,"1,81 m",Sweden,Defender - Left-Back,left,SV Werder Bremen,33.0,1.0,2922.0,0.0,39.0,1.0,3499.0,0.0,15.0,1.0,1117.0,0.0,14.0,0.0,1201.0,0.0,Bundesliga
Robert Bauer,25,"1,83 m",Germany  Kazakhstan,Defender - Left-Back,right,Arsenal Tula,19.0,0.0,1162.0,0.0,24.0,0.0,1888.0,0.0,16.0,1.0,1226.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Ulisses Garcia,24,"1,83 m",Switzerland  Cape Verde,Defender - Left-Back,left,BSC Young Boys,6.0,0.0,289.0,0.0,30.0,4.0,1464.0,0.0,39.0,1.0,2872.0,0.0,17.0,1.0,1075.0,0.0,Bundesliga
Theodor Gebre Selassie,34,"1,81 m",Czech Republic  Ethiopia,Defender - Right-Back,right,SV Werder Bremen,36.0,3.0,3218.0,0.0,36.0,3.0,3199.0,0.0,32.0,2.0,2789.0,0.0,17.0,1.0,1530.0,0.0,Bundesliga
Philipp Bargfrede,31,"1,74 m",Germany,midfield - Defensive Midfield,right,SV Werder Bremen II,30.0,2.0,2048.0,0.0,17.0,1.0,1238.0,0.0,17.0,0.0,716.0,0.0,,,,,Bundesliga
Ole Käuper,24,"1,87 m",Germany,midfield - Defensive Midfield,left,SV Werder Bremen II,20.0,4.0,1754.0,0.0,8.0,0.0,467.0,0.0,27.0,5.0,2048.0,0.0,,,,,Bundesliga
Thore Jacobsen,23,"1,82 m",Germany,midfield - Defensive Midfield,left,1.FC Magdeburg,34.0,2.0,2977.0,0.0,10.0,1.0,838.0,0.0,33.0,1.0,2495.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Thomas Delaney,29,"1,82 m",Denmark  United States,midfield - Central Midfield,left,Borussia Dortmund,36.0,3.0,3178.0,0.0,38.0,3.0,2760.0,0.0,14.0,0.0,1079.0,0.0,16.0,0.0,1058.0,0.0,Bundesliga
Maximilian Eggestein,24,"1,81 m",Germany,midfield - Central Midfield,right,SV Werder Bremen,37.0,3.0,3018.0,0.0,39.0,6.0,3522.0,0.0,38.0,1.0,3396.0,0.0,17.0,2.0,1530.0,0.0,Bundesliga
Zlatko Junuzovic,33,"1,72 m",Austria,midfield - Central Midfield,right,Red Bull Salzburg,26.0,2.0,1845.0,0.0,35.0,6.0,2567.0,0.0,34.0,4.0,2693.0,0.0,16.0,1.0,1055.0,0.0,Bundesliga
Jérôme Gondorf,32,"1,76 m",Germany,midfield - Central Midfield,right,Karlsruher SC,23.0,1.0,968.0,0.0,26.0,2.0,1413.0,0.0,19.0,2.0,1617.0,0.0,15.0,2.0,1369.0,0.0,Bundesliga
Niklas Schmidt,22,"1,84 m",Germany,midfield - Attacking Midfield,both,VfL Osnabrück,30.0,3.0,1869.0,0.0,40.0,8.0,2220.0,0.0,25.0,5.0,1373.0,0.0,14.0,1.0,657.0,0.0,Bundesliga
Milot Rashica,24,"1,77 m",Kosovo  Albania,attack - Left Winger,right,SV Werder Bremen,37.0,4.0,2757.0,0.0,30.0,12.0,1812.0,0.0,34.0,11.0,2791.0,0.0,5.0,0.0,279.0,0.0,Bundesliga
Florian Kainz,28,"1,76 m",Austria,attack - Left Winger,right,1. FC Köln,34.0,4.0,1949.0,0.0,24.0,2.0,1774.0,0.0,29.0,6.0,1680.0,0.0,,,,,Bundesliga
Fin Bartels,33,"1,76 m",Germany,attack - Left Winger,right,Holstein Kiel,14.0,2.0,1128.0,0.0,4.0,1.0,153.0,0.0,17.0,0.0,374.0,0.0,15.0,4.0,1220.0,0.0,Bundesliga
Izet Hajrovic,29,"1,77 m",Bosnia-Herzegovina  Switzerland,attack - Right Winger,left,GNK Dinamo Zagreb,26.0,1.0,1239.0,0.0,34.0,10.0,2254.0,0.0,20.0,0.0,961.0,0.0,7.0,3.0,264.0,0.0,Bundesliga
Justin Eilers,32,"1,84 m",Germany,attack - Right Winger,right,SC Verl,6.0,2.0,264.0,0.0,3.0,0.0,62.0,0.0,,,,,5.0,0.0,56.0,0.0,Bundesliga
Max Kruse,32,"1,80 m",Germany,attack - Second Striker,left,1.FC Union Berlin,33.0,8.0,2709.0,0.0,36.0,12.0,3226.0,0.0,23.0,7.0,1873.0,0.0,10.0,6.0,724.0,0.0,Bundesliga
Ishak Belfodil,28,"1,92 m",Algeria  France,attack - Centre-Forward,right,TSG 1899 Hoffenheim,32.0,6.0,1605.0,0.0,35.0,17.0,2322.0,0.0,5.0,0.0,269.0,0.0,16.0,1.0,765.0,0.0,Bundesliga
Aron Jóhannsson,30,"1,84 m",United States  Iceland,attack - Centre-Forward,right,Without Club,15.0,2.0,410.0,0.0,13.0,0.0,541.0,0.0,25.0,15.0,1589.0,0.0,2.0,0.0,125.0,0.0,Bundesliga
Yuning Zhang,24,"1,85 m",China,attack - Centre-Forward,right,Beijing Sinobo Guoan,0.0,0.0,0.0,0.0,42.0,9.0,2415.0,0.0,25.0,8.0,1286.0,0.0,,,,,Bundesliga
Johannes Eggestein,22,"1,83 m",Germany,attack - Centre-Forward,right,LASK,24.0,0.0,1269.0,0.0,28.0,5.0,1299.0,0.0,15.0,1.0,548.0,0.0,19.0,12.0,1243.0,0.0,Bundesliga
René Adler,35,"1,91 m",Germany,Goalkeeper,right,Retired,17.0,0.0,1478.0,0.0,,,,,,,,,,,,,Bundesliga
Florian Müller,23,"1,92 m",Germany,Goalkeeper,left,SC Freiburg,13.0,0.0,1170.0,0.0,25.0,0.0,2280.0,0.0,15.0,0.0,1304.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Jannik Huth,26,"1,83 m",Germany,Goalkeeper,right,SC Paderborn 07,14.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Robin Zentner,26,"1,95 m",Germany,Goalkeeper,right,1.FSV Mainz 05,17.0,0.0,1522.0,0.0,11.0,0.0,1020.0,0.0,22.0,0.0,1935.0,0.0,16.0,0.0,1470.0,0.0,Bundesliga
Finn Dahmen,22,"1,88 m",Germany  England,Goalkeeper,right,1.FSV Mainz 05,27.0,1.0,2430.0,0.0,32.0,0.0,2880.0,0.0,10.0,0.0,887.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Abdou Diallo,24,"1,87 m",France  Senegal,Defender - Centre-Back,left,Paris Saint-Germain,30.0,3.0,2686.0,0.0,38.0,1.0,3257.0,0.0,23.0,0.0,1588.0,0.0,16.0,0.0,1037.0,0.0,Bundesliga
Stefan Bell,29,"1,92 m",Germany,Defender - Centre-Back,right,1.FSV Mainz 05,28.0,1.0,2476.0,0.0,27.0,0.0,2460.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Alexander Hack,27,"1,93 m",Germany,Defender - Centre-Back,left,1.FSV Mainz 05,17.0,1.0,1444.0,0.0,15.0,1.0,1137.0,0.0,14.0,0.0,802.0,0.0,11.0,1.0,909.0,0.0,Bundesliga
Leon Balogun,32,"1,90 m",Nigeria  Germany,Defender - Centre-Back,right,Rangers FC,15.0,0.0,1198.0,0.0,10.0,1.0,801.0,0.0,13.0,0.0,944.0,0.0,18.0,0.0,1385.0,0.0,Bundesliga
Niko Bungert,34,"1,88 m",Germany,Defender - Centre-Back,right,Retired,0.0,0.0,0.0,0.0,8.0,0.0,288.0,0.0,,,,,,,,,Bundesliga
Marin Sverko,22,"1,87 m",Croatia  Germany,Defender - Centre-Back,left,1.FC Saarbrücken,19.0,1.0,1110.0,0.0,4.0,0.0,150.0,0.0,23.0,0.0,1670.0,0.0,14.0,1.0,1260.0,0.0,Bundesliga
Gaëtan Bussmann,29,"1,84 m",France,Defender - Left-Back,left,FC Erzgebirge Aue,1.0,0.0,90.0,0.0,5.0,0.0,480.0,0.0,10.0,0.0,900.0,0.0,2.0,0.0,49.0,0.0,Bundesliga
Giulio Donati,30,"1,78 m",Italy,Defender - Right-Back,right,AC Monza,31.0,0.0,2495.0,0.0,9.0,0.0,624.0,0.0,20.0,1.0,1762.0,0.0,15.0,0.0,1183.0,0.0,Bundesliga
Daniel Brosinski,32,"1,78 m",Germany,Defender - Right-Back,right,1.FSV Mainz 05,33.0,3.0,2892.0,0.0,28.0,3.0,2414.0,0.0,27.0,2.0,1791.0,0.0,13.0,1.0,1133.0,0.0,Bundesliga
Ridle Baku,22,"1,76 m",Germany  DR Congo,Defender - Right-Back,right,VfL Wolfsburg,30.0,3.0,2564.0,0.0,17.0,0.0,1092.0,0.0,31.0,1.0,2424.0,0.0,17.0,2.0,1435.0,0.0,Bundesliga
Jean-Philippe Gbamin,25,"1,86 m",Cote d'Ivoire  France,midfield - Defensive Midfield,right,Everton FC,31.0,1.0,2710.0,0.0,33.0,2.0,2869.0,0.0,2.0,0.0,135.0,0.0,,,,,Bundesliga
Fabian Frei,32,"1,83 m",Switzerland,midfield - Defensive Midfield,right,FC Basel 1893,32.0,1.0,2615.0,0.0,43.0,6.0,3572.0,0.0,54.0,18.0,4556.0,0.0,17.0,1.0,1497.0,0.0,Bundesliga
Nigel de Jong,36,"1,74 m",Netherlands  Suriname,midfield - Defensive Midfield,right,Al-Shahania SC,12.0,0.0,832.0,0.0,21.0,4.0,1865.0,0.0,22.0,0.0,1934.0,0.0,,,,,Bundesliga
Suat Serdar,23,"1,84 m",Germany  Turkey,midfield - Central Midfield,right,FC Schalke 04,28.0,3.0,1875.0,0.0,35.0,2.0,2418.0,0.0,22.0,7.0,1684.0,0.0,11.0,1.0,849.0,0.0,Bundesliga
Danny Latza,31,"1,79 m",Germany,midfield - Central Midfield,right,1.FSV Mainz 05,33.0,2.0,2624.0,0.0,24.0,0.0,1874.0,0.0,24.0,0.0,1436.0,0.0,14.0,1.0,1041.0,0.0,Bundesliga
Levin Öztunali,24,"1,85 m",Germany  Turkey,midfield - Right Midfield,right,1.FSV Mainz 05,26.0,0.0,1870.0,0.0,16.0,0.0,954.0,0.0,27.0,4.0,1778.0,0.0,10.0,0.0,537.0,0.0,Bundesliga
Alexandru Maxim,30,"1,77 m",Romania,midfield - Attacking Midfield,right,Gaziantep FK,26.0,2.0,1217.0,0.0,24.0,3.0,727.0,0.0,21.0,7.0,1432.0,0.0,18.0,9.0,1406.0,0.0,Bundesliga
Philipp Klement,28,"1,75 m",Germany,midfield - Attacking Midfield,left,VfB Stuttgart,20.0,3.0,1374.0,0.0,35.0,16.0,3003.0,0.0,21.0,0.0,1213.0,0.0,10.0,0.0,165.0,0.0,Bundesliga
Viktor Fischer,26,"1,81 m",Denmark,attack - Left Winger,right,FC Copenhagen,33.0,10.0,2172.0,0.0,36.0,11.0,2866.0,0.0,35.0,5.0,2443.0,0.0,15.0,2.0,960.0,0.0,Bundesliga
Pablo de Blasis,32,"1,65 m",Argentina,attack - Left Winger,right,Without Club,28.0,5.0,1871.0,0.0,27.0,2.0,1739.0,0.0,33.0,5.0,1860.0,0.0,,,,,Bundesliga
Gerrit Holtmann,25,"1,85 m",Germany,attack - Left Winger,left,VfL Bochum,19.0,2.0,1069.0,0.0,7.0,0.0,371.0,0.0,26.0,1.0,1199.0,0.0,13.0,1.0,916.0,0.0,Bundesliga
Jairo Samperio,27,"1,73 m",Spain,attack - Left Winger,right,Málaga CF,15.0,0.0,724.0,0.0,3.0,0.0,147.0,0.0,16.0,1.0,349.0,0.0,15.0,1.0,704.0,0.0,Bundesliga
Robin Quaison,27,"1,83 m",Sweden  Ghana,attack - Second Striker,right,1.FSV Mainz 05,26.0,4.0,1555.0,0.0,30.0,9.0,2313.0,0.0,33.0,13.0,2701.0,0.0,17.0,3.0,1108.0,0.0,Bundesliga
Yoshinori Muto,28,"1,78 m",Japan,attack - Centre-Forward,right,SD Eibar,30.0,10.0,2066.0,0.0,18.0,1.0,593.0,0.0,10.0,1.0,350.0,0.0,14.0,2.0,706.0,0.0,Bundesliga
Kenan Kodro,27,"1,88 m",Bosnia-Herzegovina  Spain,attack - Centre-Forward,right,Athletic Bilbao,25.0,7.0,1552.0,0.0,30.0,7.0,1107.0,0.0,13.0,2.0,366.0,0.0,3.0,1.0,41.0,0.0,Bundesliga
Emil Berggreen,27,"1,94 m",Denmark  Croatia,attack - Centre-Forward,right,SpVgg Greuther Fürth,19.0,5.0,892.0,0.0,,,,,16.0,1.0,613.0,0.0,3.0,0.0,47.0,0.0,Bundesliga
Anthony Ujah,30,"1,80 m",Nigeria,attack - Centre-Forward,right,1.FC Union Berlin,12.0,0.0,253.0,0.0,23.0,4.0,843.0,0.0,28.0,4.0,1181.0,0.0,,,,,Bundesliga
Karim Onisiwo,28,"1,88 m",Austria,attack - Centre-Forward,right,1.FSV Mainz 05,10.0,0.0,365.0,0.0,27.0,7.0,1242.0,0.0,33.0,4.0,1810.0,0.0,15.0,1.0,745.0,0.0,Bundesliga
Ron-Robert Zieler,31,"1,88 m",Germany,Goalkeeper,right,1. FC Köln,37.0,0.0,3360.0,0.0,37.0,0.0,3330.0,0.0,32.0,0.0,2880.0,0.0,1.0,0.0,50.0,0.0,Bundesliga
Mitchell Langerak,32,"1,93 m",Australia,Goalkeeper,right,Nagoya Grampus,36.0,0.0,3270.0,0.0,35.0,0.0,3067.0,0.0,38.0,0.0,3420.0,0.0,,,,,Bundesliga
Alexander Meyer,29,"1,95 m",Germany,Goalkeeper,right,SSV Jahn Regensburg,10.0,0.0,930.0,0.0,,,,,32.0,0.0,2796.0,0.0,16.0,0.0,1439.0,0.0,Bundesliga
Jens Grahl,32,"1,92 m",Germany,Goalkeeper,right,VfB Stuttgart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Timo Baumgartl,24,"1,90 m",Germany,Defender - Centre-Back,right,PSV Eindhoven,31.0,0.0,2820.0,0.0,20.0,1.0,1800.0,0.0,22.0,2.0,1773.0,0.0,6.0,0.0,469.0,0.0,Bundesliga
Holger Badstuber,31,"1,90 m",Germany,Defender - Centre-Back,left,VfB Stuttgart II,28.0,2.0,2225.0,0.0,12.0,0.0,697.0,0.0,21.0,2.0,1825.0,0.0,9.0,0.0,751.0,0.0,Bundesliga
Marcin Kaminski,28,"1,92 m",Poland,Defender - Centre-Back,left,VfB Stuttgart,25.0,0.0,1339.0,0.0,27.0,0.0,2430.0,0.0,9.0,0.0,694.0,0.0,4.0,0.0,212.0,0.0,Bundesliga
Emiliano Insúa,32,"1,81 m",Argentina  Spain,Defender - Left-Back,left,Los Angeles Galaxy,27.0,0.0,2286.0,0.0,29.0,2.0,2295.0,0.0,28.0,0.0,2369.0,0.0,,,,,Bundesliga
Aílton,25,"1,81 m",Brazil,Defender - Left-Back,left,VfB Stuttgart,16.0,0.0,1096.0,0.0,4.0,0.0,289.0,0.0,28.0,3.0,2334.0,0.0,,,,,Bundesliga
Benjamin Pavard,24,"1,86 m",France,Defender - Right-Back,right,Bayern Munich,36.0,1.0,3270.0,0.0,31.0,0.0,2786.0,0.0,47.0,4.0,3978.0,0.0,17.0,0.0,1343.0,0.0,Bundesliga
Andreas Beck,33,,Germany  Russia,Defender - Right-Back,,KAS Eupen,29.0,1.0,2363.0,0.0,24.0,0.0,1777.0,0.0,28.0,1.0,2490.0,0.0,8.0,0.0,212.0,0.0,Bundesliga
Matthias Zimmermann,28,"1,77 m",Germany,Defender - Right-Back,right,Fortuna Düsseldorf,7.0,0.0,427.0,0.0,36.0,1.0,3230.0,0.0,38.0,2.0,3250.0,0.0,13.0,2.0,1003.0,0.0,Bundesliga
Santiago Ascacíbar,23,"1,68 m",Argentina,midfield - Defensive Midfield,right,Hertha BSC,31.0,0.0,2557.0,0.0,28.0,0.0,2520.0,0.0,24.0,1.0,2099.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Dennis Aogo,33,"1,84 m",Germany  Nigeria,midfield - Defensive Midfield,left,Retired,30.0,0.0,2030.0,0.0,17.0,0.0,1243.0,0.0,4.0,0.0,272.0,0.0,,,,,Bundesliga
Ebenezer Ofori,25,"1,72 m",Ghana,midfield - Defensive Midfield,left,AIK,31.0,1.0,2067.0,0.0,21.0,2.0,1342.0,0.0,19.0,1.0,972.0,0.0,,,,,Bundesliga
Dzenis Burnic,22,"1,81 m",Germany  Bosnia-Herzegovina,midfield - Defensive Midfield,left,1.FC Heidenheim 1846,9.0,0.0,604.0,0.0,23.0,1.0,1915.0,0.0,23.0,1.0,1705.0,0.0,8.0,0.0,388.0,0.0,Bundesliga
Alexander Groiß,22,"1,90 m",Germany,midfield - Defensive Midfield,right,Karlsruher SC,31.0,0.0,2602.0,0.0,22.0,1.0,1182.0,0.0,12.0,0.0,614.0,0.0,6.0,0.0,97.0,0.0,Bundesliga
Berkay Özcan,22,"1,80 m",Turkey  Germany,midfield - Central Midfield,right,Istanbul Basaksehir FK,24.0,1.0,1504.0,0.0,20.0,2.0,1139.0,0.0,29.0,0.0,954.0,0.0,22.0,0.0,1099.0,0.0,Bundesliga
Christian Gentner,35,"1,89 m",Germany,midfield - Central Midfield,right,1.FC Union Berlin,29.0,3.0,2595.0,0.0,32.0,1.0,2231.0,0.0,34.0,4.0,2628.0,0.0,7.0,0.0,354.0,0.0,Bundesliga
Orel Mangala,22,"1,78 m",Belgium  DR Congo,midfield - Central Midfield,right,VfB Stuttgart,22.0,0.0,880.0,0.0,34.0,1.0,2865.0,0.0,32.0,1.0,2200.0,0.0,15.0,1.0,1347.0,0.0,Bundesliga
Anto Grgic,24,"1,88 m",Switzerland  Croatia,midfield - Central Midfield,right,FC Sion,20.0,1.0,1360.0,0.0,22.0,5.0,1733.0,0.0,39.0,4.0,3046.0,0.0,12.0,3.0,985.0,0.0,Bundesliga
Julian Green,25,"1,73 m",United States  Germany,midfield - Central Midfield,right,SpVgg Greuther Fürth,24.0,3.0,2049.0,0.0,30.0,4.0,2324.0,0.0,24.0,4.0,1790.0,0.0,17.0,5.0,1296.0,0.0,Bundesliga
Erik Thommy,26,"1,75 m",Germany,midfield - Left Midfield,right,VfB Stuttgart,20.0,2.0,1159.0,0.0,21.0,1.0,939.0,0.0,37.0,6.0,2514.0,0.0,,,,,Bundesliga
Nicolas Sessa,24,"1,70 m",Germany  Argentina,midfield - Attacking Midfield,left,1.FC Kaiserslautern,29.0,11.0,2517.0,0.0,33.0,6.0,2648.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0,Bundesliga
Josip Brekalo,22,"1,75 m",Croatia,attack - Left Winger,right,VfL Wolfsburg,32.0,6.0,1966.0,0.0,27.0,3.0,1527.0,0.0,41.0,7.0,2499.0,0.0,16.0,2.0,1246.0,0.0,Bundesliga
Chadrac Akolo,25,"1,72 m",DR Congo,attack - Left Winger,right,Amiens SC,25.0,6.0,1332.0,0.0,19.0,0.0,692.0,0.0,16.0,2.0,620.0,0.0,11.0,2.0,588.0,0.0,Bundesliga
Takuma Asano,26,"1,73 m",Japan,attack - Left Winger,right,FK Partizan Belgrade,20.0,2.0,1059.0,0.0,15.0,1.0,851.0,0.0,37.0,9.0,2783.0,0.0,23.0,12.0,1956.0,0.0,Bundesliga
Jacob Bruun Larsen,22,"1,83 m",Denmark,attack - Left Winger,right,TSG 1899 Hoffenheim,12.0,4.0,639.0,0.0,30.0,3.0,1476.0,0.0,21.0,0.0,619.0,0.0,3.0,0.0,101.0,0.0,Bundesliga
Carlos Mané,26,"1,73 m",Portugal  Guinea-Bissau,attack - Right Winger,right,Rio Ave FC,,,,,15.0,0.0,754.0,0.0,38.0,1.0,1922.0,0.0,18.0,2.0,1449.0,0.0,Bundesliga
Mario Gómez,35,"1,89 m",Germany  Spain,attack - Centre-Forward,right,Retired,31.0,9.0,2491.0,0.0,34.0,8.0,2392.0,0.0,24.0,7.0,1324.0,0.0,,,,,Bundesliga
Daniel Ginczek,29,"1,91 m",Germany,attack - Centre-Forward,right,VfL Wolfsburg,25.0,8.0,1675.0,0.0,26.0,7.0,1449.0,0.0,24.0,5.0,992.0,0.0,9.0,1.0,254.0,0.0,Bundesliga
Anastasios Donis,24,"1,78 m",Greece  England,attack - Centre-Forward,right,Stade Reims,19.0,2.0,1002.0,0.0,27.0,5.0,1124.0,0.0,21.0,0.0,809.0,0.0,4.0,0.0,148.0,0.0,Bundesliga
Simon Terodde,32,"1,92 m",Germany,attack - Centre-Forward,right,Hamburger SV,32.0,8.0,2268.0,0.0,35.0,33.0,2559.0,0.0,25.0,4.0,879.0,0.0,16.0,16.0,1311.0,0.0,Bundesliga
Pascal Breier,28,"1,85 m",Germany,attack - Centre-Forward,right,FC Hansa Rostock,44.0,19.0,3736.0,0.0,41.0,23.0,2804.0,0.0,41.0,21.0,2562.0,0.0,16.0,5.0,835.0,0.0,Bundesliga
Alexander Schwolow,28,"1,90 m",Germany,Goalkeeper,right,Hertha BSC,37.0,0.0,3267.0,0.0,35.0,0.0,3180.0,0.0,25.0,0.0,2212.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Rafal Gikiewicz,33,"1,90 m",Poland,Goalkeeper,right,FC Augsburg,3.0,0.0,243.0,0.0,38.0,1.0,3450.0,0.0,37.0,0.0,3330.0,0.0,16.0,0.0,1440.0,0.0,Bundesliga
Patric Klandt,37,"1,84 m",Germany,Goalkeeper,right,1.FC Nuremberg,3.0,0.0,270.0,0.0,4.0,0.0,360.0,0.0,1.0,0.0,118.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Caglar Söyüncü,24,"1,87 m",Turkey,Defender - Centre-Back,right,Leicester City,30.0,1.0,2439.0,0.0,11.0,0.0,804.0,0.0,42.0,1.0,3649.0,0.0,7.0,0.0,398.0,0.0,Bundesliga
