name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Daniel Caligiuri,32,"1,82 m",Italy  Germany,midfield - Right Midfield,right,FC Augsburg,37.0,6.0,3187.0,0.0,40.0,7.0,3516.0,0.0,30.0,4.0,2466.0,0.0,16.0,5.0,1411.0,0.0,Bundesliga
Alessandro Schöpf,26,"1,78 m",Austria,midfield - Right Midfield,right,FC Schalke 04,20.0,1.0,1157.0,0.0,21.0,2.0,1399.0,0.0,27.0,1.0,1843.0,0.0,13.0,2.0,769.0,0.0,Bundesliga
Amine Harit,23,"1,80 m",Morocco  France,midfield - Attacking Midfield,right,FC Schalke 04,35.0,3.0,2364.0,0.0,25.0,1.0,1431.0,0.0,28.0,7.0,2408.0,0.0,12.0,1.0,729.0,0.0,Bundesliga
Max Meyer,25,"1,73 m",Germany,midfield - Attacking Midfield,right,Crystal Palace,28.0,1.0,1994.0,0.0,36.0,2.0,2032.0,0.0,19.0,0.0,761.0,0.0,2.0,0.0,174.0,0.0,Bundesliga
Marko Pjaca,25,"1,86 m",Croatia,attack - Left Winger,right,Genoa CFC,13.0,4.0,710.0,0.0,19.0,1.0,744.0,0.0,5.0,1.0,175.0,0.0,17.0,3.0,709.0,0.0,Bundesliga
Yevgen Konoplyanka,31,"1,76 m",Ukraine,attack - Left Winger,right,Shakhtar Donetsk,30.0,6.0,1785.0,0.0,21.0,1.0,1214.0,0.0,30.0,5.0,1496.0,0.0,4.0,0.0,74.0,0.0,Bundesliga
Fabian Reese,23,"1,87 m",Germany,attack - Right Winger,right,Holstein Kiel,24.0,0.0,1308.0,0.0,30.0,3.0,1792.0,0.0,22.0,5.0,1630.0,0.0,14.0,1.0,911.0,0.0,Bundesliga
Bernard Tekpetey,23,"1,72 m",Ghana,attack - Right Winger,right,PFK Ludogorets Razgrad,12.0,3.0,604.0,0.0,36.0,11.0,2369.0,0.0,10.0,0.0,494.0,0.0,21.0,0.0,975.0,0.0,Bundesliga
Breel Embolo,23,"1,87 m",Switzerland  Cameroon,attack - Centre-Forward,right,Borussia Mönchengladbach,25.0,3.0,1101.0,0.0,28.0,6.0,1881.0,0.0,34.0,8.0,1901.0,0.0,19.0,4.0,1176.0,0.0,Bundesliga
Guido Burgstaller,31,"1,87 m",Austria,attack - Centre-Forward,right,FC St. Pauli,37.0,13.0,2740.0,0.0,33.0,5.0,2010.0,0.0,24.0,2.0,1446.0,0.0,4.0,0.0,189.0,0.0,Bundesliga
Franco Di Santo,31,"1,93 m",Argentina  Italy,attack - Centre-Forward,right,Club Atlético San Lorenzo de Almagro,34.0,4.0,1874.0,0.0,34.0,4.0,2123.0,0.0,8.0,0.0,606.0,0.0,,,,,Bundesliga
Cedric Teuchert,23,"1,82 m",Germany,attack - Centre-Forward,right,1.FC Union Berlin,23.0,6.0,764.0,0.0,11.0,3.0,445.0,0.0,24.0,6.0,1349.0,0.0,13.0,2.0,415.0,0.0,Bundesliga
Péter Gulácsi,30,"1,90 m",Hungary,Goalkeeper,right,RB Leipzig,47.0,0.0,4260.0,0.0,40.0,0.0,3585.0,0.0,42.0,0.0,3754.0,0.0,23.0,0.0,2070.0,0.0,Bundesliga
Yvon Mvogo,26,"1,90 m",Switzerland  Cameroon,Goalkeeper,right,PSV Eindhoven,1.0,0.0,90.0,0.0,12.0,0.0,1034.0,0.0,6.0,0.0,476.0,0.0,21.0,0.0,1890.0,0.0,Bundesliga
Fabio Coltorti,40,"1,97 m",Switzerland,Goalkeeper,right,Retired,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Bundesliga
Philipp Köhn,22,"1,90 m",Switzerland  Germany,Goalkeeper,,FC Wil 1900,,,,,12.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1342.0,0.0,Bundesliga
Dayot Upamecano,22,"1,86 m",France  Guinea-Bissau,Defender - Centre-Back,right,RB Leipzig,41.0,3.0,3395.0,0.0,22.0,0.0,1852.0,0.0,38.0,0.0,3182.0,0.0,21.0,1.0,1747.0,0.0,Bundesliga
Willi Orban,28,"1,86 m",Hungary  Germany,Defender - Centre-Back,right,RB Leipzig,37.0,4.0,3038.0,0.0,39.0,4.0,3382.0,0.0,18.0,1.0,1247.0,0.0,20.0,2.0,1405.0,0.0,Bundesliga
Lukas Klostermann,24,"1,89 m",Germany,Defender - Centre-Back,right,RB Leipzig,39.0,1.0,3205.0,0.0,40.0,5.0,2965.0,0.0,43.0,4.0,3634.0,0.0,7.0,0.0,372.0,0.0,Bundesliga
Ibrahima Konaté,21,"1,94 m",France  Mali,Defender - Centre-Back,right,RB Leipzig,22.0,0.0,1719.0,0.0,43.0,3.0,3666.0,0.0,11.0,0.0,771.0,0.0,12.0,1.0,850.0,0.0,Bundesliga
Marvin Compper,35,"1,85 m",Germany  France,Defender - Centre-Back,left,Retired,4.0,0.0,191.0,0.0,,,,,25.0,1.0,2065.0,0.0,,,,,Bundesliga
Marcel Halstenberg,29,"1,88 m",Germany,Defender - Left-Back,left,RB Leipzig,23.0,2.0,1858.0,0.0,37.0,4.0,3098.0,0.0,38.0,3.0,3217.0,0.0,14.0,1.0,1064.0,0.0,Bundesliga
Bernardo,25,"1,86 m",Brazil,Defender - Left-Back,left,Brighton & Hove Albion,27.0,1.0,1846.0,0.0,27.0,0.0,2260.0,0.0,16.0,0.0,784.0,0.0,5.0,1.0,385.0,0.0,Bundesliga
Benno Schmitz,26,"1,82 m",Germany,Defender - Right-Back,right,1. FC Köln,2.0,0.0,82.0,0.0,16.0,0.0,1322.0,0.0,20.0,0.0,1348.0,0.0,6.0,0.0,135.0,0.0,Bundesliga
Diego Demme,29,"1,70 m",Germany  Italy,midfield - Defensive Midfield,right,SSC Napoli,41.0,0.0,3073.0,0.0,39.0,0.0,2961.0,0.0,46.0,2.0,3170.0,0.0,14.0,2.0,747.0,0.0,Bundesliga
Stefan Ilsanker,31,"1,89 m",Austria,midfield - Defensive Midfield,right,Eintracht Frankfurt,28.0,0.0,1697.0,0.0,34.0,0.0,1900.0,0.0,25.0,2.0,1702.0,0.0,15.0,1.0,814.0,0.0,Bundesliga
Niclas Stierlin,20,"1,82 m",Germany,midfield - Defensive Midfield,right,SpVgg Unterhaching,30.0,8.0,2551.0,0.0,29.0,4.0,2408.0,0.0,27.0,2.0,1435.0,0.0,12.0,1.0,875.0,0.0,Bundesliga
Naby Keïta,25,"1,72 m",Guinea,midfield - Central Midfield,right,Liverpool FC,39.0,9.0,2975.0,0.0,33.0,3.0,1817.0,0.0,27.0,4.0,1425.0,0.0,11.0,0.0,530.0,0.0,Bundesliga
Marcel Sabitzer,26,"1,77 m",Austria,midfield - Central Midfield,right,RB Leipzig,34.0,5.0,2617.0,0.0,43.0,5.0,3287.0,0.0,44.0,16.0,3558.0,0.0,18.0,3.0,1247.0,0.0,Bundesliga
Kevin Kampl,30,"1,78 m",Slovenia,midfield - Central Midfield,right,RB Leipzig,39.0,1.0,2993.0,0.0,40.0,3.0,3160.0,0.0,15.0,2.0,965.0,0.0,20.0,0.0,1267.0,0.0,Bundesliga
Konrad Laimer,23,"1,80 m",Austria,midfield - Central Midfield,right,RB Leipzig,29.0,0.0,1701.0,0.0,43.0,2.0,2956.0,0.0,42.0,4.0,3060.0,0.0,,,,,Bundesliga
Dominik Kaiser,32,"1,72 m",Germany,midfield - Central Midfield,right,Hannover 96,12.0,0.0,365.0,0.0,42.0,6.0,3212.0,0.0,43.0,10.0,3602.0,0.0,15.0,2.0,1216.0,0.0,Bundesliga
Emil Forsberg,29,"1,79 m",Sweden,attack - Left Winger,right,RB Leipzig,33.0,5.0,2219.0,0.0,29.0,7.0,1753.0,0.0,32.0,10.0,1751.0,0.0,23.0,4.0,1321.0,0.0,Bundesliga
Bruma,26,"1,73 m",Portugal  Guinea-Bissau,attack - Left Winger,right,Olympiacos Piraeus,40.0,7.0,2466.0,0.0,27.0,3.0,1458.0,0.0,31.0,5.0,1768.0,0.0,12.0,2.0,671.0,0.0,Bundesliga
Ademola Lookman,23,"1,74 m",England  Nigeria,attack - Left Winger,right,Fulham FC,28.0,8.0,1255.0,0.0,24.0,1.0,830.0,0.0,13.0,0.0,377.0,0.0,13.0,2.0,1055.0,0.0,Bundesliga
Federico Palacios,25,"1,70 m",Germany  Spain,attack - Left Winger,right,SSV Jahn Regensburg,9.0,0.0,604.0,0.0,20.0,3.0,1083.0,0.0,9.0,1.0,471.0,0.0,5.0,0.0,198.0,0.0,Bundesliga
Oliver Burke,23,"1,88 m",Scotland,attack - Right Winger,right,Sheffield United,22.0,1.0,668.0,0.0,30.0,8.0,1825.0,0.0,35.0,1.0,1564.0,0.0,12.0,1.0,713.0,0.0,Bundesliga
Timo Werner,24,"1,81 m",Germany,attack - Centre-Forward,right,Chelsea FC,45.0,21.0,3397.0,0.0,37.0,19.0,3101.0,0.0,45.0,34.0,3589.0,0.0,24.0,8.0,1833.0,0.0,Bundesliga
Jean-Kévin Augustin,23,"1,80 m",France  Haiti,attack - Centre-Forward,right,FC Nantes,37.0,12.0,2011.0,0.0,30.0,8.0,1369.0,0.0,16.0,1.0,580.0,0.0,3.0,0.0,33.0,0.0,Bundesliga
Yussuf Poulsen,26,"1,92 m",Denmark  Tanzania,attack - Centre-Forward,right,RB Leipzig,41.0,5.0,2241.0,0.0,45.0,19.0,3321.0,0.0,33.0,5.0,2061.0,0.0,21.0,7.0,1209.0,0.0,Bundesliga
Koen Casteels,28,"1,97 m",Belgium,Goalkeeper,left,VfL Wolfsburg,39.0,0.0,3510.0,0.0,29.0,0.0,2565.0,0.0,32.0,0.0,2910.0,0.0,17.0,0.0,1530.0,0.0,Bundesliga
Max Grün,33,"1,90 m",Germany,Goalkeeper,right,Borussia Mönchengladbach,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Phillip Menzel,22,"1,92 m",Germany,Goalkeeper,right,SK Austria Klagenfurt,21.0,0.0,1890.0,0.0,23.0,0.0,2070.0,0.0,8.0,0.0,720.0,0.0,11.0,0.0,1020.0,0.0,Bundesliga
John Anthony Brooks,27,"1,93 m",United States  Germany,Defender - Centre-Back,left,VfL Wolfsburg,12.0,0.0,946.0,0.0,32.0,3.0,2880.0,0.0,31.0,1.0,2776.0,0.0,15.0,1.0,1215.0,0.0,Bundesliga
Felix Uduokhai,23,"1,92 m",Germany  Nigeria,Defender - Centre-Back,left,FC Augsburg,24.0,3.0,2001.0,0.0,12.0,0.0,235.0,0.0,27.0,0.0,1991.0,0.0,16.0,1.0,1440.0,0.0,Bundesliga
Marcel Tisserand,28,"1,90 m",DR Congo  France,Defender - Centre-Back,right,Fenerbahce SK,19.0,0.0,1519.0,0.0,12.0,1.0,1068.0,0.0,23.0,1.0,1905.0,0.0,14.0,1.0,1260.0,0.0,Bundesliga
Jeffrey Bruma,29,"1,89 m",Netherlands  Suriname,Defender - Centre-Back,right,VfL Wolfsburg,13.0,0.0,1200.0,0.0,12.0,0.0,893.0,0.0,23.0,0.0,1955.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Robin Knoche,28,"1,90 m",Germany,Defender - Centre-Back,right,1.FC Union Berlin,29.0,2.0,2583.0,0.0,34.0,3.0,2974.0,0.0,31.0,2.0,2438.0,0.0,17.0,0.0,1560.0,0.0,Bundesliga
Riechedly Bazoer,24,"1,84 m",Netherlands  Curacao,Defender - Centre-Back,right,Vitesse Arnhem,14.0,0.0,678.0,0.0,19.0,4.0,1289.0,0.0,25.0,3.0,1988.0,0.0,14.0,1.0,1176.0,0.0,Bundesliga
Paul Jaeckel,22,"1,89 m",Germany,Defender - Centre-Back,right,SpVgg Greuther Fürth,15.0,0.0,1260.0,0.0,31.0,1.0,2221.0,0.0,23.0,1.0,1398.0,0.0,15.0,1.0,1339.0,0.0,Bundesliga
Luca Itter,22,"1,83 m",Germany,Defender - Left-Back,left,SC Freiburg,9.0,1.0,774.0,0.0,18.0,0.0,1509.0,0.0,11.0,0.0,729.0,0.0,2.0,0.0,157.0,0.0,Bundesliga
Dominik Franke,22,"1,84 m",Germany,Defender - Left-Back,left,FC Ingolstadt 04,28.0,1.0,2349.0,0.0,32.0,1.0,2778.0,0.0,11.0,0.0,805.0,0.0,9.0,0.0,726.0,0.0,Bundesliga
William,25,"1,76 m",Brazil,Defender - Right-Back,right,VfL Wolfsburg,26.0,0.0,1941.0,0.0,33.0,2.0,2857.0,0.0,22.0,3.0,1862.0,0.0,2.0,0.0,0.0,0.0,Bundesliga
Paul Verhaegh,37,"1,78 m",Netherlands,Defender - Right-Back,right,Retired,33.0,2.0,2797.0,0.0,3.0,0.0,270.0,0.0,8.0,0.0,452.0,0.0,,,,,Bundesliga
Sebastian Jung,30,"1,79 m",Germany,Defender - Right-Back,right,Karlsruher SC,7.0,0.0,411.0,0.0,2.0,0.0,147.0,0.0,10.0,0.0,766.0,0.0,1.0,0.0,3.0,0.0,Bundesliga
Ignacio Camacho,30,"1,82 m",Spain,midfield - Defensive Midfield,right,Retired,15.0,1.0,1082.0,0.0,6.0,0.0,540.0,0.0,,,,,,,,,Bundesliga
Josuha Guilavogui,30,"1,88 m",France  Guinea,midfield - Defensive Midfield,right,VfL Wolfsburg,35.0,3.0,2857.0,0.0,20.0,2.0,1659.0,0.0,32.0,0.0,2618.0,0.0,12.0,2.0,892.0,0.0,Bundesliga
Maximilian Arnold,26,"1,84 m",Germany,midfield - Central Midfield,left,VfL Wolfsburg,34.0,2.0,2934.0,0.0,36.0,2.0,3149.0,0.0,44.0,5.0,3826.0,0.0,17.0,2.0,1376.0,0.0,Bundesliga
Yannick Gerhardt,26,"1,84 m",Germany,midfield - Central Midfield,left,VfL Wolfsburg,21.0,1.0,1492.0,0.0,33.0,2.0,2705.0,0.0,25.0,4.0,1451.0,0.0,14.0,2.0,802.0,0.0,Bundesliga
Elvis Rexhbecaj,23,"1,82 m",Germany  Kosovo,midfield - Central Midfield,left,1. FC Köln,28.0,9.0,2258.0,0.0,29.0,3.0,1564.0,0.0,18.0,1.0,1002.0,0.0,16.0,4.0,1096.0,0.0,Bundesliga
Yunus Malli,28,"1,79 m",Turkey  Germany,midfield - Attacking Midfield,right,VfL Wolfsburg,37.0,6.0,2704.0,0.0,23.0,1.0,773.0,0.0,15.0,0.0,726.0,0.0,2.0,0.0,63.0,0.0,Bundesliga
Daniel Didavi,30,"1,80 m",Germany  Benin,midfield - Attacking Midfield,left,VfB Stuttgart,33.0,10.0,2411.0,0.0,23.0,2.0,1111.0,0.0,21.0,6.0,1609.0,0.0,11.0,1.0,669.0,0.0,Bundesliga
Justin Möbius,23,"1,79 m",Germany,midfield - Attacking Midfield,both,Preußen Münster,23.0,2.0,1501.0,0.0,7.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,706.0,0.0,Bundesliga
Josip Brekalo,22,"1,75 m",Croatia,attack - Left Winger,right,VfL Wolfsburg,32.0,6.0,1966.0,0.0,27.0,3.0,1527.0,0.0,41.0,7.0,2499.0,0.0,16.0,2.0,1246.0,0.0,Bundesliga
Paul-Georges Ntep,28,"1,80 m",Cameroon  France,attack - Left Winger,right,EA Guingamp,20.0,1.0,751.0,0.0,,,,,9.0,0.0,430.0,0.0,6.0,0.0,106.0,0.0,Bundesliga
Renato Steffen,29,"1,70 m",Switzerland,attack - Right Winger,left,VfL Wolfsburg,45.0,3.0,2927.0,0.0,34.0,5.0,1663.0,0.0,38.0,6.0,2213.0,0.0,17.0,2.0,1285.0,0.0,Bundesliga
Jakub Blaszczykowski,35,"1,76 m",Poland,attack - Right Winger,right,Wisla Kraków,13.0,1.0,709.0,0.0,10.0,5.0,712.0,0.0,22.0,7.0,1689.0,0.0,7.0,3.0,341.0,0.0,Bundesliga
Admir Mehmedi,29,"1,83 m",Switzerland  North Macedonia,attack - Second Striker,right,VfL Wolfsburg,21.0,3.0,1284.0,0.0,28.0,7.0,1799.0,0.0,26.0,3.0,1631.0,0.0,14.0,2.0,905.0,0.0,Bundesliga
Kaylen Hinds,22,"1,79 m",England  Jamaica,attack - Second Striker,right,Without Club,3.0,0.0,225.0,0.0,,,,,1.0,1.0,74.0,0.0,,,,,Bundesliga
Divock Origi,25,"1,85 m",Belgium  Kenya,attack - Centre-Forward,right,Liverpool FC,37.0,7.0,2375.0,0.0,22.0,8.0,763.0,0.0,42.0,6.0,1426.0,0.0,9.0,1.0,334.0,0.0,Bundesliga
Mario Gómez,35,"1,89 m",Germany  Spain,attack - Centre-Forward,right,Retired,31.0,9.0,2491.0,0.0,34.0,8.0,2392.0,0.0,24.0,7.0,1324.0,0.0,,,,,Bundesliga
Landry Dimata,23,"1,85 m",Belgium  DR Congo,attack - Centre-Forward,right,RSC Anderlecht,24.0,0.0,1006.0,0.0,24.0,13.0,1842.0,0.0,,,,,10.0,2.0,317.0,0.0,Bundesliga
Victor Osimhen,22,"1,86 m",Nigeria,attack - Centre-Forward,right,SSC Napoli,13.0,0.0,318.0,0.0,36.0,20.0,2935.0,0.0,38.0,18.0,3012.0,0.0,8.0,2.0,560.0,0.0,Bundesliga
Yann Sommer,32,"1,83 m",Switzerland,Goalkeeper,right,Borussia Mönchengladbach,33.0,0.0,2897.0,0.0,35.0,0.0,3150.0,0.0,42.0,0.0,3780.0,0.0,20.0,0.0,1800.0,0.0,Bundesliga
Tobias Sippel,32,"1,80 m",Germany,Goalkeeper,right,Borussia Mönchengladbach,5.0,0.0,433.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,270.0,0.0,Bundesliga
Moritz Nicolas,23,"1,93 m",Germany,Goalkeeper,right,VfL Osnabrück,26.0,0.0,2340.0,0.0,27.0,0.0,2430.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Christofer Heimeroth,39,"1,94 m",Germany,Goalkeeper,right,Retired,,,,,,,,,,,,,,,,,Bundesliga
Matthias Ginter,26,"1,91 m",Germany,Defender - Centre-Back,right,Borussia Mönchengladbach,37.0,5.0,3330.0,0.0,29.0,2.0,2560.0,0.0,36.0,1.0,3231.0,0.0,23.0,1.0,2070.0,0.0,Bundesliga
Nico Elvedi,24,"1,89 m",Switzerland,Defender - Centre-Back,right,Borussia Mönchengladbach,36.0,2.0,3184.0,0.0,31.0,2.0,2715.0,0.0,39.0,1.0,3249.0,0.0,20.0,2.0,1702.0,0.0,Bundesliga
Jannik Vestergaard,28,"1,99 m",Denmark  Germany,Defender - Centre-Back,both,Southampton FC,34.0,3.0,3060.0,0.0,26.0,0.0,2330.0,0.0,21.0,1.0,1636.0,0.0,13.0,3.0,1124.0,0.0,Bundesliga
Tony Jantschke,30,"1,77 m",Germany,Defender - Centre-Back,right,Borussia Mönchengladbach,14.0,0.0,804.0,0.0,15.0,0.0,1020.0,0.0,19.0,0.0,1128.0,0.0,7.0,0.0,256.0,0.0,Bundesliga
Mamadou Doucouré,22,"1,83 m",France  Senegal,Defender - Centre-Back,left,Borussia Mönchengladbach,,,,,2.0,0.0,135.0,0.0,12.0,0.0,501.0,0.0,1.0,0.0,63.0,0.0,Bundesliga
Florian Mayer,22,"1,91 m",Germany,Defender - Centre-Back,right,Borussia Mönchengladbach II,21.0,0.0,1600.0,0.0,13.0,0.0,972.0,0.0,3.0,0.0,222.0,0.0,,,,,Bundesliga
Oscar Wendt,35,"1,81 m",Sweden,Defender - Left-Back,left,Borussia Mönchengladbach,31.0,1.0,2730.0,0.0,34.0,1.0,2878.0,0.0,31.0,2.0,2166.0,0.0,17.0,2.0,1124.0,0.0,Bundesliga
Mandela Egbo,23,"1,80 m",England  Nigeria,Defender - Right-Back,right,New York Red Bulls,24.0,2.0,1735.0,0.0,24.0,1.0,1916.0,0.0,16.0,1.0,788.0,0.0,,,,,Bundesliga
Justin Hoffmanns,23,"1,76 m",Germany,Defender - Right-Back,right,FC Wegberg-Beeck,23.0,0.0,1751.0,0.0,12.0,0.0,863.0,0.0,20.0,1.0,1288.0,0.0,17.0,1.0,1028.0,0.0,Bundesliga
Jordan Beyer,20,"1,87 m",Germany,Defender - Right-Back,right,Borussia Mönchengladbach,26.0,4.0,2305.0,0.0,15.0,0.0,1059.0,0.0,18.0,0.0,1279.0,0.0,3.0,0.0,156.0,0.0,Bundesliga
Denis Zakaria,24,"1,90 m",Switzerland  DR Congo,midfield - Defensive Midfield,right,Borussia Mönchengladbach,33.0,2.0,2551.0,0.0,32.0,4.0,1970.0,0.0,31.0,2.0,2667.0,0.0,11.0,0.0,456.0,0.0,Bundesliga
Christoph Kramer,29,"1,91 m",Germany,midfield - Defensive Midfield,right,Borussia Mönchengladbach,28.0,3.0,2250.0,0.0,19.0,2.0,1227.0,0.0,26.0,0.0,1784.0,0.0,22.0,1.0,1779.0,0.0,Bundesliga
Reece Oxford,22,"1,90 m",England  Jamaica,midfield - Defensive Midfield,right,FC Augsburg,11.0,0.0,666.0,0.0,24.0,3.0,1913.0,0.0,12.0,0.0,367.0,0.0,8.0,0.0,303.0,0.0,Bundesliga
Tobias Strobl,30,"1,88 m",Germany,midfield - Defensive Midfield,right,FC Augsburg,4.0,0.0,113.0,0.0,30.0,0.0,2385.0,0.0,12.0,0.0,793.0,0.0,16.0,0.0,899.0,0.0,Bundesliga
Marcel Benger,22,"1,88 m",Germany,midfield - Defensive Midfield,right,Borussia Mönchengladbach II,28.0,2.0,2092.0,0.0,21.0,2.0,1568.0,0.0,24.0,3.0,2098.0,0.0,16.0,3.0,1375.0,0.0,Bundesliga
Michaël Cuisance,21,"1,81 m",France,midfield - Central Midfield,left,Olympique Marseille,27.0,0.0,1439.0,0.0,14.0,1.0,402.0,0.0,15.0,3.0,672.0,0.0,17.0,0.0,880.0,0.0,Bundesliga
Lászlo Bénes,23,"1,81 m",Slovakia,midfield - Central Midfield,left,Borussia Mönchengladbach,3.0,0.0,82.0,0.0,19.0,2.0,927.0,0.0,28.0,0.0,1256.0,0.0,8.0,1.0,216.0,0.0,Bundesliga
Thorgan Hazard,27,"1,75 m",Belgium,attack - Left Winger,right,Borussia Dortmund,37.0,11.0,3211.0,0.0,35.0,13.0,3058.0,0.0,43.0,7.0,3095.0,0.0,12.0,3.0,623.0,0.0,Bundesliga
Vincenzo Grifo,27,"1,80 m",Italy  Germany,attack - Left Winger,right,SC Freiburg,18.0,0.0,793.0,0.0,26.0,7.0,1881.0,0.0,29.0,4.0,1769.0,0.0,17.0,7.0,1271.0,0.0,Bundesliga
Fabian Johnson,33,"1,83 m",United States  Germany,attack - Left Winger,right,Without Club,12.0,1.0,479.0,0.0,18.0,1.0,1008.0,0.0,7.0,0.0,298.0,0.0,,,,,Bundesliga
Kwame Yeboah,26,"1,82 m",Australia  Ghana,attack - Left Winger,right,Western Sydney Wanderers,16.0,3.0,750.0,0.0,22.0,3.0,1286.0,0.0,22.0,6.0,1585.0,0.0,2.0,0.0,38.0,0.0,Bundesliga
Patrick Herrmann,29,"1,79 m",Germany,attack - Right Winger,right,Borussia Mönchengladbach,26.0,0.0,1208.0,0.0,26.0,3.0,1137.0,0.0,33.0,7.0,1669.0,0.0,20.0,3.0,802.0,0.0,Bundesliga
Ibrahima Traoré,32,"1,71 m",Guinea  France,attack - Right Winger,left,Borussia Mönchengladbach,9.0,0.0,362.0,0.0,17.0,0.0,590.0,0.0,7.0,0.0,148.0,0.0,9.0,1.0,167.0,0.0,Bundesliga
Jonas Hofmann,28,"1,76 m",Germany,attack - Right Winger,right,Borussia Mönchengladbach,25.0,1.0,1076.0,0.0,29.0,6.0,2079.0,0.0,29.0,5.0,1944.0,0.0,14.0,6.0,1137.0,0.0,Bundesliga
Aaron Herzog,22,"1,80 m",Germany,attack - Right Winger,both,FC Hansa Rostock,29.0,2.0,2063.0,0.0,25.0,3.0,1296.0,0.0,25.0,2.0,2024.0,0.0,8.0,0.0,416.0,0.0,Bundesliga
Lars Stindl,32,"1,81 m",Germany,attack - Second Striker,right,Borussia Mönchengladbach,34.0,6.0,3001.0,0.0,22.0,3.0,1602.0,0.0,30.0,11.0,1712.0,0.0,23.0,11.0,1528.0,0.0,Bundesliga
Raffael,35,"1,74 m",Brazil  Germany,attack - Second Striker,right,Without Club,29.0,10.0,2259.0,0.0,14.0,5.0,602.0,0.0,11.0,0.0,122.0,0.0,,,,,Bundesliga
Ba-Muaka Simakala,23,"1,80 m",Germany  DR Congo,attack - Second Striker,both,SV Rödinghausen,29.0,9.0,1911.0,0.0,32.0,5.0,1762.0,0.0,22.0,2.0,828.0,0.0,19.0,6.0,1199.0,0.0,Bundesliga
Josip Drmic,28,"1,84 m",Switzerland  Croatia,attack - Centre-Forward,right,Norwich City,15.0,4.0,516.0,0.0,5.0,2.0,219.0,0.0,24.0,3.0,892.0,0.0,2.0,2.0,161.0,0.0,Bundesliga
Raúl Bobadilla,33,"1,80 m",Paraguay  Argentina,attack - Centre-Forward,right,Club Guaraní,14.0,0.0,454.0,0.0,21.0,0.0,1186.0,0.0,36.0,14.0,2190.0,0.0,,,,,Bundesliga
Julio Villalba,22,"1,76 m",Paraguay,attack - Centre-Forward,right,Borussia Mönchengladbach,1.0,0.0,6.0,0.0,,,,,8.0,0.0,198.0,0.0,1.0,1.0,12.0,0.0,Bundesliga
Oliver Baumann,30,"1,87 m",Germany,Goalkeeper,right,TSG 1899 Hoffenheim,41.0,0.0,3690.0,0.0,39.0,0.0,3510.0,0.0,31.0,0.0,2820.0,0.0,21.0,0.0,1950.0,0.0,Bundesliga
Gregor Kobel,23,"1,94 m",Switzerland,Goalkeeper,right,VfB Stuttgart,11.0,0.0,990.0,0.0,25.0,0.0,2230.0,0.0,31.0,0.0,2722.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Alexander Stolz,37,"1,89 m",Germany,Goalkeeper,right,Retired,7.0,0.0,630.0,0.0,4.0,0.0,360.0,0.0,1.0,0.0,90.0,0.0,,,,,Bundesliga
Kevin Vogt,29,"1,94 m",Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,40.0,0.0,3533.0,0.0,34.0,0.0,2934.0,0.0,29.0,0.0,2453.0,0.0,19.0,0.0,1725.0,0.0,Bundesliga
Benjamin Hübner,31,"1,93 m",Germany,Defender - Centre-Back,left,TSG 1899 Hoffenheim,32.0,4.0,2722.0,0.0,11.0,0.0,903.0,0.0,27.0,1.0,2285.0,0.0,,,,,Bundesliga
Kevin Akpoguma,25,"1,92 m",Nigeria  Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,27.0,0.0,2126.0,0.0,14.0,0.0,992.0,0.0,20.0,0.0,1346.0,0.0,19.0,1.0,1513.0,0.0,Bundesliga
Havard Nordtveit,30,"1,88 m",Norway,Defender - Centre-Back,right,TSG 1899 Hoffenheim,23.0,0.0,1502.0,0.0,16.0,1.0,1011.0,0.0,12.0,0.0,818.0,0.0,9.0,0.0,647.0,0.0,Bundesliga
Stefan Posch,23,"1,88 m",Austria,Defender - Centre-Back,right,TSG 1899 Hoffenheim,17.0,0.0,1423.0,0.0,24.0,2.0,2034.0,0.0,30.0,0.0,2526.0,0.0,15.0,0.0,1218.0,0.0,Bundesliga
Ermin Bicakcic,30,"1,85 m",Bosnia-Herzegovina  Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,13.0,0.0,825.0,0.0,30.0,1.0,2198.0,0.0,22.0,2.0,1289.0,0.0,3.0,1.0,249.0,0.0,Bundesliga
